start_city,destination_city,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost
Bengaluru,Mysuru,144.94,Sedan,Diesel,16.67,94.12,1,12,High,Clear,161.21,0.0,187.23,10.402,1235.21
Bengaluru,Mysuru,146.83,Hatchback,Diesel,17.62,88.4,5,4,Low,Cloudy,232.81,60.0,147.48,8.008,1084.63
Surat,Mumbai,313.28,Hatchback,CNG,15.64,73.44,1,9,Medium,Cloudy,413.27,40.0,256.58,20.35,2142.87
Ahmedabad,Udaipur,264.96,SUV,Petrol,10.17,95.35,4,19,High,Clear,206.9,0.0,336.04,29.433,3291.65
Pune,Mumbai,167.32,Hatchback,CNG,15.59,72.88,2,23,Medium,Clear,281.29,150.0,223.7,11.049,1325.88
Ahmedabad,Vadodara,116.72,Sedan,Diesel,17.1,97.62,2,10,High,Cloudy,103.44,80.0,145.3,7.748,1032.35
Rajkot,Ahmedabad,221.61,Sedan,Petrol,17.23,98.81,3,14,Medium,Clear,235.71,40.0,244.55,12.989,1742.12
Ahmedabad,Surat,290.04,Sedan,CNG,13.14,74.37,1,9,Medium,Clear,332.77,80.0,258.68,23.256,2349.85
Bengaluru,Mysuru,157.34,Hatchback,CNG,15.42,80.11,5,12,Medium,Cloudy,246.62,40.0,178.73,10.705,1255.1
Bengaluru,Mysuru,154.67,Sedan,Petrol,15.57,94.9,1,4,Low,Clear,169.14,0.0,148.29,9.266,1152.24
Ahmedabad,Surat,266.1,Sedan,Petrol,16.93,94.86,3,11,High,Clear,359.39,150.0,288.19,18.51,2422.61
Ahmedabad,Surat,286.67,Hatchback,Diesel,16.56,92.77,4,0,Medium,Cloudy,448.28,60.0,285.15,17.489,2326.63
Ahmedabad,Udaipur,266.38,Sedan,Diesel,16.54,95.34,2,20,High,Clear,316.08,80.0,317.68,18.901,2396.01
Bengaluru,Mysuru,151.21,Sedan,CNG,16.34,78.19,4,18,Medium,Cloudy,242.12,0.0,169.74,9.917,1140.4
Ahmedabad,Surat,280.55,Hatchback,Petrol,17.22,100.39,2,12,Medium,Clear,364.22,80.0,261.38,16.83,2281.85
Bengaluru,Mysuru,144.9,Hatchback,Diesel,19.78,96.64,5,18,Medium,Rain,203.85,60.0,195.24,7.775,1078.89
Ahmedabad,Vadodara,121.34,SUV,CNG,11.13,75.31,2,3,Medium,Clear,125.65,80.0,123.11,11.504,1155.87
Pune,Mumbai,152.31,Hatchback,Diesel,18.25,95.49,2,8,Medium,Clear,205.65,40.0,199.24,9.004,1175.14
Ahmedabad,Surat,268.05,Sedan,Diesel,18.04,92.68,4,23,Medium,Rain,406.07,150.0,295.03,15.32,2189.71
Ahmedabad,Surat,273.29,Sedan,Petrol,16.27,99.77,1,1,Low,Clear,413.73,80.0,225.28,16.204,2291.68
Vadodara,Mumbai,455.04,Hatchback,Petrol,15.65,101.98,3,3,Medium,Clear,552.1,120.0,345.24,30.269,3971.18
Ahmedabad,Surat,291.21,Hatchback,Diesel,17.35,92.26,4,16,Medium,Clear,427.3,80.0,265.83,18.057,2371.35
Ahmedabad,Vadodara,117.27,SUV,Diesel,10.63,95.3,3,9,Medium,Clear,132.82,80.0,123.33,11.543,1390.52
Surat,Mumbai,298.05,SUV,CNG,10.84,78.02,4,23,Medium,Clear,354.53,80.0,246.56,29.441,2988.82
Ahmedabad,Vadodara,120.96,SUV,Petrol,14.1,100.24,2,21,High,Rain,197.38,80.0,166.94,9.925,1386.96
Bengaluru,Mysuru,154.22,SUV,Petrol,13.69,100.77,1,14,High,Clear,156.38,120.0,215.33,12.95,1683.65
Delhi,Jaipur,294.55,Sedan,Petrol,17.19,97.66,3,22,High,Rain,307.51,120.0,388.16,20.634,2638.06
Rajkot,Ahmedabad,220.54,SUV,CNG,9.3,82.16,1,7,Medium,Clear,239.95,40.0,248.82,24.361,2465.55
Pune,Mumbai,156.55,SUV,Diesel,11.94,90.21,5,11,High,Cloudy,341.85,60.0,256.29,15.144,1902.47
Ahmedabad,Vadodara,117.6,Sedan,CNG,15.77,77.47,2,16,Low,Clear,168.4,150.0,100.28,7.215,953.43
Ahmedabad,Surat,273.38,SUV,CNG,12.76,83.41,3,8,High,Rain,233.91,40.0,368.81,25.762,2684.22
Ahmedabad,Udaipur,261.22,Hatchback,Petrol,17.88,99.27,2,2,Low,Clear,284.67,60.0,231.23,13.898,1902.72
Rajkot,Ahmedabad,220.89,Sedan,CNG,15.58,81.66,4,18,Medium,Clear,245.08,60.0,238.88,14.897,1675.96
Ahmedabad,Surat,268.93,Hatchback,Diesel,20.66,97.34,2,19,Medium,Rain,419.39,150.0,300.41,13.675,2069.47
Ahmedabad,Vadodara,118.41,Sedan,Diesel,19.98,89.76,5,19,Medium,Clear,179.08,80.0,121.65,6.137,905.6
Pune,Mumbai,165.73,SUV,Petrol,11.21,106.73,4,22,Medium,Cloudy,370.09,80.0,236.88,15.451,2250.5
Ahmedabad,Udaipur,264.75,Sedan,CNG,14.19,73.13,3,1,High,Clear,312.06,0.0,309.63,21.657,2098.37
Rajkot,Ahmedabad,215.61,SUV,Petrol,13.2,104.09,3,21,High,Cloudy,253.5,150.0,303.71,19.09,2611.14
Bengaluru,Mysuru,158.7,SUV,Diesel,14.21,87.15,2,10,Medium,Rain,181.77,150.0,199.93,11.528,1484.32
Ahmedabad,Surat,278.32,SUV,Petrol,13.22,96.82,2,6,Medium,Rain,367.23,0.0,295.33,21.336,2697.68
Ahmedabad,Surat,283.2,Hatchback,Petrol,18.5,102.18,1,9,Low,Clear,276.55,80.0,222.12,14.873,2069.08
Delhi,Jaipur,297.66,Sedan,Diesel,19.13,92.95,1,6,Low,Clear,394.3,120.0,253.65,14.83,2103.2
Surat,Mumbai,290.26,SUV,CNG,12.87,85.94,2,9,Medium,Cloudy,439.04,60.0,246.68,23.056,2748.63
Ahmedabad,Udaipur,267.77,Sedan,Petrol,15.69,95.4,4,10,Medium,Rain,259.23,120.0,306.59,18.317,2285.18
Ahmedabad,Vadodara,122.27,Hatchback,Petrol,18.17,107.4,4,15,Medium,Clear,146.73,40.0,129.86,6.996,1003.38
Surat,Mumbai,305.82,Hatchback,CNG,16.54,85.37,1,10,Medium,Cloudy,410.14,80.0,260.28,19.813,2342.17
Vadodara,Mumbai,431.18,Hatchback,Diesel,20.35,90.32,5,14,Medium,Clear,382.47,120.0,342.76,22.7,2748.72
Rajkot,Ahmedabad,213.96,SUV,Diesel,10.14,97.26,4,18,Low,Fog,281.0,0.0,249.31,20.585,2470.92
Rajkot,Ahmedabad,234.58,SUV,CNG,13.06,85.06,2,15,Medium,Clear,216.12,0.0,264.17,18.498,1994.91
Bengaluru,Mysuru,153.26,SUV,Diesel,13.06,91.65,4,16,Low,Clear,196.18,60.0,150.5,10.738,1378.07
Surat,Mumbai,287.47,SUV,Petrol,12.28,99.3,2,16,Medium,Clear,475.47,0.0,238.05,25.072,3235.93
Bengaluru,Mysuru,154.42,SUV,CNG,8.34,82.83,5,3,Medium,Clear,154.72,80.0,170.92,18.903,1939.69
Delhi,Jaipur,293.6,Sedan,Diesel,17.73,95.04,2,19,High,Clear,425.77,40.0,323.49,18.988,2482.41
Pune,Mumbai,154.33,Hatchback,Diesel,20.43,94.23,3,6,High,Cloudy,238.75,40.0,256.06,8.701,1166.58
Delhi,Jaipur,304.37,Hatchback,CNG,15.46,73.31,5,18,Medium,Rain,310.23,80.0,354.38,20.208,2042.14
Surat,Mumbai,295.13,Sedan,Diesel,17.64,93.73,2,1,Low,Cloudy,348.26,40.0,216.36,16.313,2132.81
Surat,Mumbai,315.97,SUV,Petrol,9.52,96.96,5,6,Medium,Clear,432.77,60.0,270.6,35.769,4271.82
Pune,Mumbai,169.2,Sedan,Diesel,13.98,96.23,5,10,Medium,Clear,399.63,120.0,219.22,12.674,1869.74
Delhi,Jaipur,296.05,Hatchback,Diesel,20.77,95.67,4,11,Medium,Clear,352.58,150.0,299.29,15.181,2153.94
Bengaluru,Mysuru,153.45,Sedan,CNG,14.71,76.44,1,10,Medium,Cloudy,220.25,0.0,182.25,10.739,1161.89
Delhi,Jaipur,278.15,SUV,Diesel,13.35,88.2,5,10,Medium,Clear,485.9,40.0,271.24,21.407,2662.21
Ahmedabad,Vadodara,112.68,SUV,Diesel,9.64,92.31,3,6,High,Clear,145.56,40.0,139.09,13.592,1560.71
Ahmedabad,Udaipur,276.32,Sedan,Petrol,13.63,94.37,5,7,Medium,Clear,190.58,80.0,287.31,20.728,2434.12
Pune,Mumbai,163.29,Sedan,CNG,11.88,76.67,1,13,Low,Cloudy,231.4,120.0,188.19,12.63,1456.85
Delhi,Jaipur,299.48,Sedan,CNG,12.88,73.92,4,17,Medium,Clear,365.88,60.0,291.73,24.508,2447.9
Pune,Mumbai,156.52,Hatchback,CNG,16.37,76.19,2,18,Low,Cloudy,383.47,0.0,184.47,9.108,1169.56
Delhi,Jaipur,300.07,SUV,Petrol,11.03,106.09,1,21,Medium,Clear,433.35,120.0,305.75,28.256,3826.5
Surat,Mumbai,317.0,SUV,Petrol,13.66,94.17,1,2,Medium,Cloudy,407.76,60.0,259.56,24.402,3020.51
Ahmedabad,Vadodara,117.36,Sedan,CNG,16.28,73.38,5,9,High,Clear,187.21,40.0,143.6,8.343,924.5
Rajkot,Ahmedabad,211.68,Hatchback,Diesel,16.27,87.72,3,9,Medium,Cloudy,224.95,40.0,243.2,13.362,1537.65
Delhi,Jaipur,282.54,Sedan,Diesel,15.54,96.4,3,14,Medium,Clear,358.45,40.0,272.85,18.754,2375.21
Surat,Mumbai,316.75,Hatchback,Petrol,17.36,94.04,3,13,Medium,Clear,502.02,80.0,253.02,19.34,2619.57
Delhi,Jaipur,295.02,Sedan,Diesel,14.44,91.62,2,21,Low,Clear,340.79,0.0,237.81,19.679,2329.61
Surat,Mumbai,307.58,SUV,Diesel,12.55,95.48,1,9,Low,Clear,393.91,120.0,218.9,23.02,2950.51
Ahmedabad,Surat,266.43,SUV,Petrol,13.84,94.38,1,1,Low,Cloudy,351.55,150.0,234.83,17.783,2429.24
Vadodara,Mumbai,434.63,Sedan,Petrol,15.28,105.37,1,10,Medium,Cloudy,502.44,80.0,333.74,29.04,3923.18
Rajkot,Ahmedabad,230.64,Hatchback,Petrol,15.3,94.77,5,12,Medium,Cloudy,261.01,120.0,277.42,16.025,2046.67
Bengaluru,Mysuru,152.63,Sedan,CNG,12.18,82.5,5,8,Medium,Rain,130.4,80.0,200.56,13.227,1426.67
Pune,Mumbai,158.35,SUV,Petrol,11.37,105.87,5,15,Low,Clear,353.69,120.0,183.43,12.801,1950.28
Bengaluru,Mysuru,147.54,SUV,Petrol,9.23,98.23,4,19,Medium,Clear,250.26,60.0,168.09,16.3,2023.53
Rajkot,Ahmedabad,232.76,SUV,Diesel,15.22,91.18,5,7,Low,Clear,368.23,120.0,232.99,14.761,2044.85
Delhi,Jaipur,281.61,Hatchback,Diesel,20.8,93.47,2,21,Medium,Clear,449.68,0.0,281.93,13.711,1883.66
Bengaluru,Mysuru,147.99,Hatchback,CNG,14.13,79.16,5,1,High,Clear,212.25,150.0,203.08,12.503,1437.86
Delhi,Jaipur,293.57,SUV,Petrol,11.25,94.29,5,21,Low,Cloudy,395.49,80.0,267.75,24.864,3024.34
Delhi,Jaipur,300.25,Hatchback,Diesel,18.31,95.36,4,7,High,Clear,286.88,60.0,339.32,19.297,2334.46
Delhi,Jaipur,275.54,Hatchback,Diesel,22.21,89.28,4,8,High,Rain,372.1,0.0,377.77,14.407,1809.23
Ahmedabad,Vadodara,112.11,Sedan,Petrol,17.08,100.88,2,14,High,Clear,141.62,120.0,127.27,7.809,1128.43
Vadodara,Mumbai,459.22,Sedan,Diesel,14.14,89.75,1,18,Medium,Clear,395.98,60.0,338.83,33.021,3799.99
Delhi,Jaipur,278.04,Hatchback,CNG,15.81,79.1,3,4,Low,Cloudy,405.89,60.0,247.64,16.477,1950.32
Delhi,Jaipur,301.0,SUV,Petrol,8.89,101.87,1,4,Medium,Rain,389.31,150.0,341.05,34.272,4336.06
Ahmedabad,Udaipur,278.25,Hatchback,Petrol,14.87,98.59,4,7,Medium,Clear,314.81,0.0,275.68,19.68,2380.22
Bengaluru,Mysuru,155.15,Sedan,CNG,12.88,81.35,2,7,High,Clear,224.22,40.0,204.54,14.22,1518.31
Surat,Mumbai,307.88,Sedan,Diesel,18.7,87.01,4,12,Low,Cloudy,402.36,80.0,216.13,15.352,2049.89
Bengaluru,Mysuru,153.85,SUV,Diesel,15.17,89.86,1,11,Low,Rain,207.54,80.0,172.96,9.653,1297.86
Ahmedabad,Surat,268.0,Sedan,Petrol,13.62,96.38,1,6,High,Clear,261.84,0.0,289.69,22.318,2558.56
Pune,Mumbai,165.36,SUV,Petrol,9.59,107.11,5,3,High,Clear,216.92,80.0,259.25,20.659,2623.11
Ahmedabad,Surat,261.62,Sedan,CNG,13.67,82.31,2,7,Medium,Cloudy,326.38,0.0,256.26,20.157,2155.69
Bengaluru,Mysuru,147.46,Hatchback,Diesel,22.53,95.09,1,2,Medium,Clear,213.55,40.0,170.62,6.829,992.28
Surat,Mumbai,317.64,Hatchback,CNG,16.99,75.01,3,7,High,Clear,339.13,40.0,299.85,21.283,2169.74
Pune,Mumbai,159.22,Hatchback,Petrol,18.84,96.8,5,14,Low,Clear,375.89,80.0,172.07,8.147,1348.99
Rajkot,Ahmedabad,233.57,Hatchback,Diesel,19.46,97.16,5,8,Medium,Cloudy,214.64,40.0,280.62,12.79,1621.12
Ahmedabad,Udaipur,256.61,Hatchback,Diesel,20.9,93.17,4,18,Low,Rain,305.5,0.0,253.94,11.341,1492.48
Ahmedabad,Vadodara,121.8,SUV,Petrol,12.14,98.93,2,21,Medium,Clear,140.92,40.0,128.37,10.643,1327.85
Rajkot,Ahmedabad,234.65,Hatchback,Diesel,23.0,91.58,2,0,Low,Cloudy,326.58,0.0,232.23,9.36,1320.76
Bengaluru,Mysuru,155.16,SUV,Petrol,9.58,97.76,2,13,Medium,Clear,138.47,80.0,176.52,16.491,1972.02
Pune,Mumbai,169.5,Sedan,CNG,14.45,76.0,4,4,High,Clear,354.74,0.0,255.48,13.231,1483.87
Bengaluru,Mysuru,151.73,SUV,Petrol,11.57,97.19,2,12,High,Clear,172.9,120.0,209.68,15.501,1920.34
Rajkot,Ahmedabad,212.27,Sedan,Diesel,17.44,96.53,3,6,Low,Fog,368.55,80.0,254.53,11.551,1731.43
Ahmedabad,Udaipur,278.26,Sedan,Diesel,16.09,87.03,4,6,High,Clear,244.49,40.0,345.09,19.524,2184.59
Delhi,Jaipur,283.75,Sedan,Diesel,14.0,87.39,4,8,Medium,Cloudy,294.89,80.0,268.39,21.265,2425.82
Bengaluru,Mysuru,152.73,Sedan,Petrol,15.73,96.09,2,15,Medium,Clear,224.0,150.0,163.59,9.942,1426.92
Rajkot,Ahmedabad,226.82,SUV,Diesel,11.46,95.15,2,0,Medium,Clear,334.98,40.0,260.09,20.723,2506.73
Rajkot,Ahmedabad,211.58,SUV,Diesel,10.62,93.8,2,18,High,Clear,310.93,40.0,291.22,23.523,2763.82
Pune,Mumbai,159.52,Hatchback,Petrol,19.84,94.22,3,17,Medium,Cloudy,204.11,120.0,207.71,8.273,1212.94
Rajkot,Ahmedabad,218.65,SUV,Petrol,13.41,102.82,5,2,Medium,Fog,192.42,150.0,299.86,16.963,2288.44
Bengaluru,Mysuru,157.05,Hatchback,Petrol,19.96,100.77,4,14,High,Clear,224.19,150.0,204.01,9.06,1384.68
Delhi,Jaipur,286.35,SUV,Diesel,10.03,88.98,3,8,Medium,Clear,254.36,120.0,282.98,29.918,3275.87
Vadodara,Mumbai,431.04,Hatchback,Petrol,14.83,103.91,4,6,Medium,Fog,574.46,60.0,393.38,29.34,3978.68
Ahmedabad,Surat,284.66,Sedan,Petrol,15.3,94.18,2,23,Medium,Clear,384.86,120.0,273.18,19.019,2486.26
Pune,Mumbai,160.84,Hatchback,Diesel,20.53,90.58,5,23,Low,Cloudy,282.84,0.0,192.46,7.541,1050.34
Rajkot,Ahmedabad,231.33,Sedan,Petrol,16.03,100.08,3,22,Medium,Clear,258.11,150.0,254.12,14.591,2047.32
Rajkot,Ahmedabad,213.02,Hatchback,Petrol,19.81,99.92,5,14,High,Cloudy,329.33,150.0,288.31,12.868,1880.85
Bengaluru,Mysuru,146.14,SUV,Diesel,10.15,92.27,3,1,Medium,Rain,249.87,0.0,195.32,15.531,1816.99
Ahmedabad,Vadodara,118.87,SUV,Diesel,14.52,87.35,5,23,Medium,Rain,161.13,150.0,136.66,8.83,1166.37
Rajkot,Ahmedabad,215.4,Hatchback,Diesel,18.43,94.51,1,18,High,Clear,202.42,60.0,274.33,13.45,1675.85
Ahmedabad,Vadodara,118.1,Hatchback,Petrol,20.44,94.03,3,17,Low,Cloudy,186.17,120.0,110.59,5.413,872.02
Ahmedabad,Udaipur,277.67,Sedan,Petrol,17.98,98.4,4,15,High,Clear,186.21,60.0,334.14,17.688,2196.3
Ahmedabad,Surat,285.16,Hatchback,Petrol,19.46,101.95,4,15,High,Clear,349.97,40.0,305.64,17.222,2292.01
Surat,Mumbai,286.84,Sedan,CNG,14.16,79.51,1,15,Medium,Rain,532.03,0.0,253.33,21.481,2405.73
Surat,Mumbai,287.96,Hatchback,CNG,17.15,72.9,2,19,Low,Fog,428.61,60.0,247.77,16.369,1834.7
Rajkot,Ahmedabad,235.45,Sedan,Diesel,17.98,91.02,4,5,Low,Clear,346.19,40.0,223.64,12.554,1684.49
Rajkot,Ahmedabad,236.39,Sedan,Petrol,15.51,96.94,3,17,Medium,Cloudy,227.55,80.0,278.32,16.089,2065.89
Ahmedabad,Udaipur,268.02,SUV,CNG,10.39,85.45,2,21,Medium,Cloudy,244.3,40.0,293.27,26.724,2779.63
Surat,Mumbai,303.37,Hatchback,Diesel,21.17,96.58,4,5,Low,Rain,365.69,40.0,255.18,13.743,1885.82
Bengaluru,Mysuru,150.02,Hatchback,Petrol,15.15,97.22,1,12,Medium,Clear,234.19,40.0,174.29,10.647,1417.6
Ahmedabad,Surat,285.29,Hatchback,Petrol,18.59,95.97,4,2,Low,Cloudy,281.92,150.0,249.63,14.069,1937.66
Ahmedabad,Udaipur,277.87,SUV,CNG,11.81,81.56,1,0,High,Rain,238.01,0.0,378.41,26.744,2662.56
Rajkot,Ahmedabad,227.09,Sedan,Petrol,16.68,101.95,2,7,High,Clear,192.21,80.0,293.01,15.551,1981.96
Vadodara,Mumbai,437.75,Sedan,Diesel,18.01,91.81,4,15,Medium,Clear,575.96,120.0,325.1,25.288,3379.91
Ahmedabad,Surat,272.07,SUV,CNG,8.18,75.71,4,8,Medium,Clear,407.96,0.0,266.14,34.672,3215.19
Delhi,Jaipur,278.62,SUV,CNG,13.38,85.9,1,1,Medium,Clear,278.36,150.0,279.94,21.079,2515.36
Rajkot,Ahmedabad,223.62,Hatchback,Diesel,21.29,94.44,5,19,Medium,Clear,258.65,40.0,243.23,11.091,1469.1
Rajkot,Ahmedabad,221.95,Hatchback,Petrol,20.86,97.13,5,9,Low,Cloudy,272.99,120.0,228.32,10.064,1494.7
Bengaluru,Mysuru,154.33,SUV,CNG,12.2,84.59,5,17,Low,Fog,203.65,60.0,184.94,12.199,1433.33
Bengaluru,Mysuru,143.76,Hatchback,Diesel,16.95,92.47,1,14,Medium,Clear,160.51,80.0,167.66,9.039,1168.17
Vadodara,Mumbai,450.01,Hatchback,Petrol,17.71,97.87,1,21,Medium,Clear,509.33,60.0,356.06,26.0,3347.82
Ahmedabad,Vadodara,114.72,Sedan,Petrol,12.69,99.87,5,16,Medium,Clear,163.96,120.0,115.93,9.541,1332.7
Vadodara,Mumbai,415.92,Hatchback,Petrol,14.74,98.89,2,23,Medium,Rain,554.87,60.0,354.9,29.231,3763.52
Rajkot,Ahmedabad,229.05,Sedan,Diesel,14.66,97.85,3,17,Medium,Clear,216.96,40.0,240.93,15.909,1941.38
Pune,Mumbai,168.99,SUV,Petrol,13.43,106.66,3,4,Medium,Clear,296.06,60.0,219.2,13.519,1922.92
Ahmedabad,Vadodara,119.56,Hatchback,Diesel,19.25,88.15,5,0,Medium,Cloudy,119.88,60.0,121.96,6.59,837.11
Delhi,Jaipur,299.31,SUV,Petrol,14.1,101.18,2,21,High,Clear,331.41,120.0,360.83,24.863,3188.72
Rajkot,Ahmedabad,231.18,SUV,Petrol,13.49,96.41,4,23,Medium,Clear,247.38,40.0,263.04,17.436,2146.67
Ahmedabad,Surat,275.1,Hatchback,Petrol,19.54,95.69,2,14,Medium,Clear,373.76,120.0,251.31,15.034,2056.9
Surat,Mumbai,312.34,Sedan,Petrol,13.0,95.05,3,1,Medium,Clear,510.13,40.0,238.91,24.961,3184.73
Ahmedabad,Udaipur,276.77,Sedan,Petrol,15.44,106.62,3,1,Medium,Cloudy,185.8,150.0,283.91,18.148,2429.26
Delhi,Jaipur,298.09,Hatchback,Petrol,17.84,99.22,3,7,Low,Rain,323.21,40.0,279.52,15.355,2064.87
Ahmedabad,Vadodara,113.28,SUV,Diesel,12.48,94.58,3,15,Low,Cloudy,153.82,0.0,101.88,8.284,1020.44
Delhi,Jaipur,290.89,Sedan,Petrol,17.29,107.5,4,7,High,Rain,263.36,120.0,373.42,19.212,2664.85
Surat,Mumbai,293.64,Hatchback,Diesel,22.73,95.98,5,9,High,Clear,431.82,60.0,283.11,14.968,2116.86
Delhi,Jaipur,303.57,Hatchback,Diesel,21.28,88.74,5,16,Medium,Clear,346.64,0.0,286.17,15.21,1896.5
Pune,Mumbai,160.56,Hatchback,Petrol,15.08,103.16,5,8,Medium,Clear,328.14,80.0,201.75,11.123,1645.82
Surat,Mumbai,297.78,Hatchback,CNG,18.64,73.45,4,12,Medium,Clear,522.29,80.0,249.62,17.1,2049.64
Pune,Mumbai,168.56,Hatchback,Petrol,21.11,107.07,4,9,Low,Clear,334.51,60.0,190.34,7.302,1277.12
Bengaluru,Mysuru,155.04,SUV,Petrol,9.56,101.25,3,13,Medium,Clear,158.47,80.0,178.5,16.866,2085.09
Delhi,Jaipur,281.47,Sedan,Diesel,16.55,91.73,4,3,Medium,Clear,419.89,0.0,277.1,17.927,2225.74
Rajkot,Ahmedabad,227.47,Sedan,Petrol,17.84,107.11,5,20,Medium,Rain,363.11,0.0,295.02,13.48,1952.97
Pune,Mumbai,157.48,Sedan,Diesel,16.34,90.8,3,20,Medium,Clear,330.79,120.0,193.92,9.903,1440.5
Pune,Mumbai,156.46,Hatchback,CNG,16.91,72.75,1,1,High,Clear,352.41,0.0,247.01,11.014,1259.58
Vadodara,Mumbai,426.01,Sedan,Petrol,14.25,102.62,1,0,Low,Cloudy,583.02,40.0,292.91,29.021,3844.27
Ahmedabad,Udaipur,279.56,SUV,Petrol,10.54,99.0,4,4,Low,Cloudy,324.48,150.0,262.45,24.423,3076.04
Delhi,Jaipur,299.16,Hatchback,Petrol,14.41,95.59,1,3,Medium,Rain,419.5,150.0,347.22,21.351,2747.34
Rajkot,Ahmedabad,225.45,SUV,Petrol,10.6,101.42,1,0,Medium,Cloudy,358.41,0.0,274.16,22.371,2792.03
Surat,Mumbai,295.28,Sedan,Diesel,14.48,92.11,1,14,Medium,Clear,446.93,80.0,228.07,20.608,2673.53
Ahmedabad,Surat,272.53,Hatchback,Diesel,18.04,92.3,2,4,High,Rain,325.01,150.0,338.7,17.994,2296.85
Ahmedabad,Udaipur,255.42,Hatchback,Petrol,16.59,94.23,5,8,High,Clear,206.82,60.0,310.94,17.41,2073.83
Ahmedabad,Surat,271.63,SUV,Petrol,13.24,99.06,4,10,High,Rain,333.9,40.0,356.23,24.222,2960.88
Rajkot,Ahmedabad,235.68,Sedan,Petrol,17.49,104.41,5,19,Medium,Rain,247.09,80.0,304.51,14.567,1983.14
Ahmedabad,Vadodara,110.64,Sedan,CNG,11.72,78.12,3,14,Medium,Cloudy,178.37,40.0,118.08,9.814,1045.99
Surat,Mumbai,295.7,SUV,Petrol,10.2,102.25,5,15,Medium,Rain,457.34,60.0,268.74,31.235,3916.84
Bengaluru,Mysuru,145.24,SUV,Petrol,10.18,106.89,2,15,Low,Clear,240.03,0.0,145.16,13.071,1772.75
Delhi,Jaipur,286.74,SUV,Petrol,10.0,95.69,5,19,Low,Cloudy,486.46,60.0,257.69,27.864,3513.32
Delhi,Jaipur,278.32,Sedan,CNG,15.13,77.98,1,1,Medium,Cloudy,298.33,80.0,266.28,19.485,2108.27
Vadodara,Mumbai,448.22,Hatchback,Petrol,16.81,102.5,2,11,High,Clear,498.94,120.0,389.6,31.188,4079.29
Ahmedabad,Udaipur,278.93,SUV,Petrol,11.55,98.46,1,19,Low,Clear,212.36,40.0,247.89,23.157,2747.39
Delhi,Jaipur,279.09,Hatchback,Diesel,16.73,94.21,5,19,Medium,Clear,329.74,120.0,273.72,17.88,2332.97
Pune,Mumbai,157.82,Sedan,Diesel,16.92,90.58,2,21,Medium,Cloudy,222.31,80.0,212.85,9.79,1277.13
Ahmedabad,Vadodara,111.44,Hatchback,CNG,18.18,72.15,1,11,Medium,Cloudy,161.84,150.0,116.58,6.335,818.54
Ahmedabad,Surat,268.46,Hatchback,Petrol,19.59,94.64,1,13,Low,Cloudy,329.92,60.0,234.03,12.943,1762.03
Vadodara,Mumbai,436.56,Hatchback,Petrol,15.54,96.51,4,7,Medium,Rain,542.54,0.0,395.63,28.461,3506.04
Surat,Mumbai,295.62,Sedan,CNG,13.92,76.85,4,8,Medium,Clear,271.18,150.0,223.95,21.85,2341.13
Ahmedabad,Udaipur,262.02,Sedan,Diesel,17.98,88.07,5,19,Low,Fog,263.63,80.0,269.96,13.633,1743.73
Ahmedabad,Vadodara,118.08,SUV,Petrol,12.25,102.66,2,18,Medium,Cloudy,155.65,80.0,126.34,9.774,1323.32
Ahmedabad,Udaipur,265.45,SUV,Petrol,10.04,100.37,5,16,Low,Clear,267.07,80.0,235.43,25.471,3084.53
Bengaluru,Mysuru,142.24,SUV,Petrol,12.04,98.86,1,14,Low,Clear,175.46,120.0,141.32,11.164,1526.04
Surat,Mumbai,310.48,SUV,Diesel,15.53,96.65,3,6,Medium,Cloudy,316.95,40.0,256.64,21.269,2693.83
Rajkot,Ahmedabad,226.82,Hatchback,Diesel,21.57,97.42,1,4,Medium,Clear,218.84,40.0,258.25,11.023,1443.74
Delhi,Jaipur,307.92,Sedan,Diesel,15.01,97.78,1,20,Medium,Clear,452.13,0.0,294.17,20.914,2733.58
Rajkot,Ahmedabad,214.36,Sedan,Petrol,15.69,106.75,1,8,Low,Rain,284.98,80.0,228.03,12.618,1837.17
Delhi,Jaipur,282.87,Sedan,CNG,12.38,81.81,1,14,Low,Clear,390.51,60.0,237.31,22.206,2443.69
Rajkot,Ahmedabad,229.01,SUV,Petrol,9.05,96.7,2,19,Medium,Fog,272.79,120.0,329.5,26.995,3205.22
Ahmedabad,Surat,262.51,Hatchback,Diesel,18.37,91.76,5,19,Low,Cloudy,415.41,40.0,228.55,13.588,1843.83
Pune,Mumbai,161.36,Hatchback,Petrol,19.17,98.45,3,20,Medium,Cloudy,385.6,60.0,215.98,9.038,1432.92
Ahmedabad,Udaipur,276.7,Sedan,Diesel,18.07,92.39,5,1,Low,Clear,167.59,80.0,237.15,14.238,1767.4
Ahmedabad,Udaipur,277.82,Hatchback,CNG,14.55,84.39,3,19,Medium,Rain,249.79,60.0,325.67,19.738,2166.91
Rajkot,Ahmedabad,226.92,Hatchback,Diesel,21.67,91.01,3,21,Low,Clear,291.46,150.0,217.85,9.64,1438.55
Ahmedabad,Surat,285.18,Sedan,Petrol,15.65,106.71,2,16,Medium,Clear,284.36,80.0,258.57,18.473,2519.89
