start_city,start_state,start_lat,start_lon,dest_city,dest_state,dest_lat,dest_lon,haversine_km,road_km,factor,source
Hosapete,Karnataka,15.26954,76.38710,Ranipet,Tamil Nadu,12.92471,79.33331,411.000,475.002,1.15572,osrm
Lalitpur,Uttar Pradesh,24.69007,78.41915,Ranchi,Jharkhand,23.34316,85.30940,715.586,865.186,1.20906,osrm
Palwal,Haryana,28.14469,77.32546,Gyanpur,Uttar Pradesh,25.33268,82.46637,598.556,665.138,1.11124,osrm
Guntakal,Andhra Pradesh,15.17112,77.36244,Satara,Maharashtra,17.68589,73.99333,455.285,555.841,1.22086,osrm
Medinipur,West Bengal,22.42114,87.32257,Damoh,Madhya Pradesh,23.83312,79.44190,820.894,1107.056,1.34860,osrm
Veraval,Gujarat,20.90770,70.36786,Jagdalpur,Chhattisgarh,19.08136,82.02131,1234.206,1749.531,1.41754,osrm
Mathura,Uttar Pradesh,27.50350,77.67215,Haridwar,Uttarakhand,29.94791,78.16025,275.941,353.308,1.28038,osrm
Sultanpur,Uttar Pradesh,26.25788,82.07269,Bhiwani,Haryana,28.79304,76.13968,649.289,760.603,1.17144,osrm
Damoh,Madhya Pradesh,23.83312,79.44190,Seoni,Madhya Pradesh,22.08503,79.55037,194.696,242.945,1.24782,osrm
Hisar,Haryana,29.15394,75.72294,Haldwani,Uttarakhand,29.22254,79.52860,369.500,449.511,1.21654,osrm
Mahbubnagar,Telangana,16.74385,77.98597,Punasa,Madhya Pradesh,22.23507,76.39335,632.984,801.540,1.26629,osrm
Khargone,Madhya Pradesh,21.82292,75.61394,Achalpur,Maharashtra,21.25665,77.51006,205.973,265.293,1.28800,osrm
Dhanbad,Jharkhand,23.79759,86.42992,Jahanabad,Bihar,25.21368,84.98710,214.717,271.965,1.26662,osrm
Modinagar,Uttar Pradesh,28.83059,77.57295,Muzaffarnagar,Uttar Pradesh,29.47091,77.70332,72.317,78.891,1.09091,osrm
Bhopal,Madhya Pradesh,23.25469,77.40289,Gorakhpur,Uttar Pradesh,26.76628,83.36889,716.690,841.022,1.17348,osrm
Delhi Cantonment,Delhi,28.60000,77.13333,Badlapur,Maharashtra,19.15516,73.26553,1121.186,1271.375,1.13396,osrm
Itarsi,Madhya Pradesh,22.61477,77.76222,Hinganghat,Maharashtra,20.54875,78.83978,255.321,337.747,1.32284,osrm
Barshi,Maharashtra,18.23454,75.69275,Gangavati,Karnataka,15.43130,76.52933,324.171,372.370,1.14868,osrm
Raniganj,Telangana,17.42841,78.49361,Kanpur Cantonment,Uttar Pradesh,26.45942,80.37514,1022.726,1211.385,1.18447,osrm
Hazaribagh,Jharkhand,23.99241,85.36162,Gokalpur,Delhi,28.70290,77.28961,959.399,1091.300,1.13748,osrm
Prayagraj,Uttar Pradesh,25.44478,81.84322,Kashipur,Uttarakhand,29.21399,78.95693,506.849,579.849,1.14403,osrm
Malegaon,Maharashtra,20.54966,74.53462,Kochi,Kerala,9.93988,76.26022,1194.142,1382.015,1.15733,osrm
Sawai Madhopur,Rajasthan,26.02301,76.34408,Chilakalurupet,Andhra Pradesh,16.08987,80.16705,1173.353,1514.127,1.29043,osrm
Fatehpur,Uttar Pradesh,25.92774,80.81266,Soyibug,Jammu and Kashmir,34.07677,74.70570,1079.656,1314.432,1.21746,osrm
Panipat,Haryana,29.38747,76.96825,Ambala,Haryana,30.36099,76.79782,109.491,114.854,1.04898,osrm
Bhiwani,Haryana,28.79304,76.13968,Betul,Madhya Pradesh,21.90056,77.90229,786.571,982.230,1.24875,osrm
Rajapalayam,Tamil Nadu,9.45296,77.55335,Teni,Tamil Nadu,10.01115,77.47772,62.619,111.119,1.77453,osrm
Bundi,Rajasthan,25.43855,75.63735,Ahilyanagar,Maharashtra,19.09457,74.73843,711.449,829.063,1.16532,osrm
Jodhpur,Rajasthan,26.26841,73.00594,Panipat,Haryana,29.38747,76.96825,521.557,591.708,1.13450,osrm
Barddhaman,West Bengal,23.25572,87.85691,Budaun,Uttar Pradesh,28.03811,79.12668,1023.518,1151.621,1.12516,osrm
Jajmau,Uttar Pradesh,26.43040,80.40950,Mandoli,Delhi,28.70275,77.30995,396.439,482.021,1.21588,osrm
Kurichchi,Tamil Nadu,10.96085,76.97379,Teni,Tamil Nadu,10.01115,77.47772,119.112,217.033,1.82210,osrm
Munger,Bihar,25.37459,86.47455,Puruliya,West Bengal,23.33062,86.36303,227.560,319.623,1.40457,osrm
Rohini,Delhi,28.74322,77.06778,Gwalior,Madhya Pradesh,26.22983,78.17337,299.996,341.463,1.13823,osrm
Proddatur,Andhra Pradesh,14.75020,78.54813,Bhadravati,Karnataka,13.84846,75.70502,322.332,440.198,1.36567,osrm
Nadiad,Gujarat,22.69385,72.86157,Jodhpur,Rajasthan,26.26841,73.00594,397.742,522.738,1.31427,osrm
Panipat,Haryana,29.38747,76.96825,Muktsar,Punjab,30.47426,74.51660,265.356,326.808,1.23158,osrm
Shivamogga,Karnataka,13.93157,75.56791,Ambur,Tamil Nadu,12.79163,78.71644,363.436,440.131,1.21103,osrm
Faridabad,Haryana,28.41124,77.31316,Alwar,Rajasthan,27.56246,76.62500,116.075,144.214,1.24243,osrm
Rudrapur,Uttarakhand,28.98000,79.40000,Bareilly,Uttar Pradesh,28.36678,79.43167,68.257,76.204,1.11642,osrm
Dhule,Maharashtra,20.90130,74.77737,Chilakalurupet,Andhra Pradesh,16.08987,80.16705,780.370,962.800,1.23377,osrm
Bhalswa Jahangirpur,Delhi,28.73558,77.16682,Churu,Rajasthan,28.30415,74.96718,220.194,273.430,1.24177,osrm
Madhyamgram,West Bengal,22.68944,88.44594,Bokaro,Jharkhand,23.66934,86.15161,258.594,335.422,1.29710,osrm
Suriapet,Telangana,17.14054,79.62045,Jalna,Maharashtra,19.84102,75.88636,495.161,599.773,1.21127,osrm
Howrah,West Bengal,22.57688,88.31857,Medinipur,West Bengal,22.42114,87.32257,103.776,120.112,1.15743,osrm
Kalaburagi,Karnataka,17.33583,76.83757,Nizamabad,Telangana,18.67154,78.09880,199.618,267.105,1.33808,osrm
Kukatpally,Telangana,17.48486,78.41376,Pimpri-Chinchwad,Maharashtra,18.61867,73.80375,503.398,556.409,1.10531,osrm
Chennai,Tamil Nadu,13.08784,80.27847,Ahilyanagar,Maharashtra,19.09457,74.73843,892.204,1058.205,1.18606,osrm
Khandwa,Madhya Pradesh,21.82427,76.35086,Dhule,Maharashtra,20.90130,74.77737,192.567,254.561,1.32193,osrm
Dinapur Nizamat,Bihar,25.63847,85.05118,Thanesar,Haryana,29.97323,76.83214,940.747,1099.830,1.16910,osrm
Dinapore,Bihar,25.63705,85.04794,Muzaffarpur,Bihar,26.12259,85.39055,63.951,75.573,1.18174,osrm
Madhurampur Dehri,Bihar,24.96899,84.19640,Jahanabad,Bihar,25.21368,84.98710,84.145,100.027,1.18874,osrm
Haldwani,Uttarakhand,29.22254,79.52860,Palanpur,Gujarat,24.17128,72.43827,900.506,1089.296,1.20965,osrm
Firozpur,Punjab,30.92574,74.61311,Jalandhar,Punjab,31.32556,75.57917,102.139,122.087,1.19530,osrm
Nandurbar,Maharashtra,21.36671,74.24051,Punasa,Madhya Pradesh,22.23507,76.39335,242.327,299.727,1.23687,osrm
Kishanganj,Bihar,26.10224,87.95534,Barakpur,West Bengal,22.76602,88.36336,373.263,453.687,1.21546,osrm
Serilingampalle,Telangana,17.49313,78.30196,Kallakurichi,Tamil Nadu,11.73379,78.95925,644.300,768.818,1.19326,osrm
Bharatpur,Rajasthan,27.21731,77.49009,Delhi Cantonment,Delhi,28.60000,77.13333,157.694,188.211,1.19352,osrm
Sonipat,Haryana,28.99478,77.01937,Bhiwani,Haryana,28.79304,76.13968,88.529,108.211,1.22231,osrm
Belagavi,Karnataka,15.85212,74.50447,Shivamogga,Karnataka,13.93157,75.56791,242.206,291.017,1.20153,osrm
Varanasi,Uttar Pradesh,25.31668,83.01041,Prayagraj,Uttar Pradesh,25.44478,81.84322,118.120,128.841,1.09076,osrm
Bagalkot,Karnataka,16.18673,75.69614,Latur,Maharashtra,18.39721,76.56784,262.638,310.078,1.18063,osrm
Howrah,West Bengal,22.57688,88.31857,Basirhat City,West Bengal,22.66142,88.85477,55.834,67.525,1.20939,osrm
Sultanpur,Uttar Pradesh,26.25788,82.07269,Kushinagar,Uttar Pradesh,26.74134,83.88689,188.367,238.648,1.26693,osrm
Meerut,Uttar Pradesh,28.98002,77.70636,Kishangarh,Rajasthan,26.59006,74.85397,386.442,470.466,1.21743,osrm
Ramagundam,Telangana,18.75500,79.47400,Gadag-Betageri,Karnataka,15.41670,75.61670,553.002,723.000,1.30741,osrm
Greater Noida,Uttar Pradesh,28.49615,77.53601,Datia,Madhya Pradesh,25.67312,78.45908,326.934,390.866,1.19555,osrm
Pudukkottai,Tamil Nadu,10.38128,78.82141,Tiruchirappalli,Tamil Nadu,10.81550,78.69651,50.176,54.433,1.08484,osrm
Shimla,Himachal Pradesh,31.10442,77.16662,Patiala,Punjab,30.33625,76.39220,113.031,163.994,1.45088,osrm
Alwar,Rajasthan,27.56246,76.62500,Siwan,Bihar,26.22096,84.35609,780.927,881.260,1.12848,osrm
Shrirampur,West Bengal,22.75278,88.34222,Azamgarh,Uttar Pradesh,26.06832,83.18358,639.220,756.506,1.18348,osrm
Pudukkottai,Tamil Nadu,10.38128,78.82141,Madhavaram,Tamil Nadu,13.14819,80.23140,343.821,384.058,1.11703,osrm
Kukatpally,Telangana,17.48486,78.41376,Hindaun,Rajasthan,26.73411,77.03519,1038.199,1316.618,1.26818,osrm
Hisar,Haryana,29.15394,75.72294,Lakhimpur,Uttar Pradesh,27.94822,80.77935,511.696,619.689,1.21105,osrm
Narela,Delhi,28.85267,77.09288,Haldwani,Uttarakhand,29.22254,79.52860,240.336,299.725,1.24711,osrm
Adilabad,Telangana,19.67203,78.53590,Kulti,West Bengal,23.73166,86.84372,969.452,1206.119,1.24412,osrm
Gangapur,Rajasthan,26.47249,76.71744,Narmadapuram,Madhya Pradesh,22.74747,77.72736,426.594,593.363,1.39093,osrm
Lal Bahadur Nagar,Telangana,17.34769,78.55757,Mangalagiri,Andhra Pradesh,16.43083,80.56815,236.972,270.542,1.14167,osrm
Saharsa,Bihar,25.87498,86.59611,Deoghar,Jharkhand,24.48983,86.69902,154.370,237.771,1.54027,osrm
Burari,Delhi,28.75570,77.19941,Hindaun,Rajasthan,26.73411,77.03519,225.371,267.831,1.18840,osrm
Mothihari,Bihar,26.64862,84.91656,Hugli,West Bengal,22.90877,88.39674,544.337,647.957,1.19036,osrm
Jaipur,Rajasthan,26.91962,75.78781,Faridabad,Haryana,28.41124,77.31316,223.771,267.499,1.19541,osrm
Anantapur,Andhra Pradesh,14.67784,77.60813,Yelahanka,Karnataka,13.10073,77.59632,175.372,194.857,1.11111,osrm
Amritsar,Punjab,31.62234,74.87534,Khanna,Punjab,30.70547,76.22196,163.738,183.333,1.11967,osrm
Sitapur,Uttar Pradesh,27.56192,80.68265,Mumbai,Maharashtra,19.07283,72.88261,1234.286,1531.699,1.24096,osrm
Khurja,Uttar Pradesh,28.25382,77.85535,Patan,Gujarat,23.85070,72.12963,752.694,895.488,1.18971,osrm
Baran,Rajasthan,25.10000,76.51667,Sitapur,Uttar Pradesh,27.56192,80.68265,497.242,651.087,1.30940,osrm
Borivli,Maharashtra,19.23496,72.85976,Nandurbar,Maharashtra,21.36671,74.24051,277.343,363.481,1.31058,osrm
Dohad,Gujarat,22.83283,74.25986,Bhimavaram,Andhra Pradesh,16.54078,81.52322,1032.899,1337.138,1.29455,osrm
Gurugram,Haryana,28.46010,77.02635,Karnal,Haryana,29.69197,76.98448,137.038,152.526,1.11302,osrm
Mothihari,Bihar,26.64862,84.91656,Bareilly,Uttar Pradesh,28.36678,79.43167,573.614,724.279,1.26266,osrm
Asansol,West Bengal,23.68333,86.98333,Bagaha,Bihar,27.09918,84.09003,478.221,575.433,1.20328,osrm
Bhilai,Chhattisgarh,21.20919,81.42850,Mathura,Uttar Pradesh,27.50350,77.67215,796.493,1008.246,1.26586,osrm
Akola,Maharashtra,20.70957,76.99810,Kashipur,Uttarakhand,29.21399,78.95693,965.985,1306.488,1.35249,osrm
Haridwar,Uttarakhand,29.94791,78.16025,Meerut,Uttar Pradesh,28.98002,77.70636,116.249,150.000,1.29033,osrm
Udgir,Maharashtra,18.39258,77.11756,Ramagundam,Telangana,18.75500,79.47400,251.623,328.894,1.30709,osrm
Thenali,Andhra Pradesh,16.24253,80.63982,Kozhikode,Kerala,11.24802,75.78040,764.004,954.635,1.24952,osrm
Azamgarh,Uttar Pradesh,26.06832,83.18358,Brahmapur,Odisha,19.31151,84.79290,769.218,1103.140,1.43411,osrm
Imphal,Manipur,24.80805,93.94420,Nagaon,Assam,26.35000,92.66667,214.041,355.958,1.66303,osrm
Jamshedpur,Jharkhand,22.80278,86.18545,Dimapur,Nagaland,25.91174,93.72170,837.808,1169.368,1.39575,osrm
Balasore,Odisha,21.49266,86.93348,Hazaribagh,Jharkhand,23.99241,85.36162,321.308,403.835,1.25685,osrm
Bahadurgarh,Haryana,28.69287,76.93555,Jind,Haryana,29.31577,76.31502,91.864,102.167,1.11216,osrm
Suriapet,Telangana,17.14054,79.62045,Damoh,Madhya Pradesh,23.83312,79.44190,744.414,941.062,1.26416,osrm
Malappuram,Kerala,11.04199,76.08154,Kurichchi,Tamil Nadu,10.96085,76.97379,97.807,126.367,1.29200,osrm
Modinagar,Uttar Pradesh,28.83059,77.57295,Bagaha,Bihar,27.09918,84.09003,668.264,854.527,1.27873,osrm
Badlapur,Maharashtra,19.15516,73.26553,Bhavnagar,Gujarat,21.76287,72.15331,312.254,600.809,1.92410,osrm
Chas,Jharkhand,23.63556,86.16712,Barakpur,West Bengal,22.76602,88.36336,244.396,312.078,1.27694,osrm
Thenali,Andhra Pradesh,16.24253,80.63982,Kharagpur,West Bengal,22.33971,87.32501,975.310,1127.409,1.15595,osrm
Morena,Madhya Pradesh,26.49892,77.99534,Patna,Bihar,25.59408,85.13563,720.288,862.732,1.19776,osrm
Seoni,Madhya Pradesh,22.08503,79.55037,Virar,Maharashtra,19.45591,72.81136,759.060,901.771,1.18801,osrm
Nizamabad,Telangana,18.67154,78.09880,Kurichchi,Tamil Nadu,10.96085,76.97379,865.862,1089.505,1.25829,osrm
Nellore,Andhra Pradesh,14.44992,79.98697,Jhansi,Uttar Pradesh,25.45887,78.57994,1232.905,1510.037,1.22478,osrm
Rourkela,Odisha,22.22496,84.86414,Katihar,Bihar,25.53852,87.57044,459.821,746.689,1.62387,osrm
Dharmavaram,Andhra Pradesh,14.41435,77.72035,Lal Bahadur Nagar,Telangana,17.34769,78.55757,338.237,397.753,1.17596,osrm
Jalandhar,Punjab,31.32556,75.57917,Prayagraj,Uttar Pradesh,25.44478,81.84322,895.773,989.985,1.10517,osrm
Panihati,West Bengal,22.69089,88.37404,Mango,Jharkhand,22.82750,86.21639,221.758,283.009,1.27621,osrm
Satna,Madhya Pradesh,24.57726,80.82719,Saharanpur,Uttar Pradesh,29.96790,77.54522,681.444,841.850,1.23539,osrm
Thoothukudi,Tamil Nadu,8.76735,78.13425,Pudukkottai,Tamil Nadu,10.38128,78.82141,194.635,236.597,1.21560,osrm
Jamalpur,Bihar,25.31258,86.48888,Yamuna Nagar,Haryana,30.12796,77.28371,1051.875,1285.513,1.22212,osrm
Alwar,Rajasthan,27.56246,76.62500,Nimach,Rajasthan,24.45949,74.86625,387.203,502.777,1.29849,osrm
Basirhat City,West Bengal,22.66142,88.85477,Dhaulpur,Rajasthan,26.69286,77.87968,1195.483,1369.970,1.14596,osrm
Madhurampur Dehri,Bihar,24.96899,84.19640,Ranchi,Jharkhand,23.34316,85.30940,213.150,290.108,1.36105,osrm
Kozhikode,Kerala,11.24802,75.78040,Bhimavaram,Andhra Pradesh,16.54078,81.52322,854.568,1066.612,1.24813,osrm
Alandur,Tamil Nadu,13.00250,80.20611,Thiruvananthapuram,Kerala,8.48550,76.94924,615.461,744.125,1.20905,osrm
Chandannagar,West Bengal,22.86225,88.36796,Bangaon,West Bengal,23.04553,88.83084,51.590,74.688,1.44772,osrm
Dhaulpur,Rajasthan,26.69286,77.87968,Mohali,Punjab,30.67995,76.72211,457.488,513.210,1.12180,osrm
Ambikapur,Chhattisgarh,23.11892,83.19537,Ambarnath,Maharashtra,19.20000,73.16667,1127.135,1365.304,1.21131,osrm
Sholapur,Maharashtra,17.67152,75.91044,Kalyan,Maharashtra,19.24370,73.13554,340.904,398.364,1.16855,osrm
Navadwip,West Bengal,23.40670,88.36861,Bhetia,Jharkhand,22.79321,86.14098,237.831,334.319,1.40570,osrm
Deoli,Delhi,28.50254,77.23117,Jind,Haryana,29.31577,76.31502,127.001,149.924,1.18049,osrm
Serilingampalle,Telangana,17.49313,78.30196,Khammam,Telangana,17.24767,80.14368,197.346,246.912,1.25116,osrm
Porbandar,Gujarat,21.64219,69.60929,Uppal Kalan,Telangana,17.40577,78.55911,1049.244,1486.245,1.41649,osrm
Ambala,Haryana,30.36099,76.79782,Sawai Madhopur,Rajasthan,26.02301,76.34408,484.406,560.874,1.15786,osrm
Anand,Gujarat,22.55251,72.95520,Ghaziabad,Uttar Pradesh,28.66535,77.43915,814.755,955.618,1.17289,osrm
Yamuna Nagar,Haryana,30.12796,77.28371,Bhavnagar,Gujarat,21.76287,72.15331,1061.840,1300.935,1.22517,osrm
Chanda,Maharashtra,19.95076,79.29523,Kanchrapara,West Bengal,22.95998,88.42849,1002.401,1223.422,1.22049,osrm
Bhimavaram,Andhra Pradesh,16.54078,81.52322,Ambur,Tamil Nadu,12.79163,78.71644,514.701,636.907,1.23743,osrm
Bareilly,Uttar Pradesh,28.36678,79.43167,Khurja,Uttar Pradesh,28.25382,77.85535,154.823,219.965,1.42075,osrm
Anantapur,Andhra Pradesh,14.67784,77.60813,Rajamahendravaram,Andhra Pradesh,17.00517,81.77784,515.639,627.981,1.21787,osrm
Hashtsal,Delhi,28.63406,77.05771,Muktsar,Punjab,30.47426,74.51660,319.801,375.974,1.17565,osrm
Mulugu,Telangana,18.19100,79.94300,Karimnagar,Telangana,18.43915,79.12856,90.293,119.182,1.31995,osrm
Gaya,Bihar,24.79686,85.00385,Madhurampur Dehri,Bihar,24.96899,84.19640,83.668,99.978,1.19494,osrm
Kalyan,Maharashtra,19.24370,73.13554,Hashtsal,Delhi,28.63406,77.05771,1117.402,1316.091,1.17781,osrm
Dhaulpur,Rajasthan,26.69286,77.87968,Pilibhit,Uttar Pradesh,28.63124,79.80436,287.020,324.512,1.13063,osrm
Mango,Jharkhand,22.82750,86.21639,Ambikapur,Chhattisgarh,23.11892,83.19537,310.967,458.102,1.47316,osrm
Brahmapur,Odisha,19.31151,84.79290,Suriapet,Telangana,17.14054,79.62045,597.199,693.189,1.16073,osrm
Prayagraj,Uttar Pradesh,25.44478,81.84322,Kushinagar,Uttar Pradesh,26.74134,83.88689,249.864,299.546,1.19883,osrm
Punasa,Madhya Pradesh,22.23507,76.39335,Bankura,West Bengal,23.23241,87.07160,1100.467,1433.206,1.30236,osrm
Ambarnath,Maharashtra,19.20000,73.16667,Parbhani,Maharashtra,19.26855,76.77081,378.462,461.475,1.21934,osrm
Murwara,Madhya Pradesh,23.83776,80.39405,Raurkela Industrial Township,Odisha,22.19994,84.86176,492.127,637.170,1.29473,osrm
Howrah,West Bengal,22.57688,88.31857,Ashoknagar Kalyangarh,West Bengal,22.86416,88.63701,45.686,58.854,1.28824,osrm
Nagpur,Maharashtra,21.14631,79.08491,Airoli,Maharashtra,19.15096,72.99625,673.133,761.385,1.13111,osrm
Rohtak,Haryana,28.89447,76.58917,Dalupura,Delhi,28.60570,77.31901,78.060,108.492,1.38986,osrm
Dewas,Madhya Pradesh,22.96585,76.05526,Pithampur,Madhya Pradesh,22.60197,75.69649,54.680,68.945,1.26087,osrm
Farrukhabad,Uttar Pradesh,27.39134,79.57930,Shivpuri,Madhya Pradesh,25.42378,77.66223,290.365,333.133,1.14729,osrm
Khargone,Madhya Pradesh,21.82292,75.61394,Balasore,Odisha,21.49266,86.93348,1170.135,1421.233,1.21459,osrm
Avadi,Tamil Nadu,13.11470,80.10981,Kolhapur,Maharashtra,16.69563,74.23167,746.540,904.028,1.21096,osrm
Latur,Maharashtra,18.39721,76.56784,Dharashiv,Maharashtra,18.18158,76.03889,60.775,73.546,1.21014,osrm
Barnala,Punjab,30.37451,75.54870,Hinganghat,Maharashtra,20.54875,78.83978,1141.243,1459.446,1.27882,osrm
Delhi Cantonment,Delhi,28.60000,77.13333,Mathura,Uttar Pradesh,27.50350,77.67215,132.896,151.781,1.14210,osrm
Rohtak,Haryana,28.89447,76.58917,Kaithal,Haryana,29.80153,76.39959,102.521,129.084,1.25910,osrm
Raebareli,Uttar Pradesh,26.23090,81.23315,Sitapur,Uttar Pradesh,27.56192,80.68265,157.749,165.515,1.04923,osrm
Rourkela,Odisha,22.22496,84.86414,Puruliya,West Bengal,23.33062,86.36303,196.796,262.853,1.33566,osrm
Hajipur,Bihar,25.68544,85.20981,Bihar Sharif,Bihar,25.20084,85.52389,62.435,78.408,1.25582,osrm
Firozpur,Punjab,30.92574,74.61311,Deesa,Gujarat,24.25612,72.17928,779.373,846.890,1.08663,osrm
Barddhaman,West Bengal,23.25572,87.85691,Bhetia,Jharkhand,22.79321,86.14098,182.978,272.311,1.48822,osrm
Bathinda,Punjab,30.20747,74.93893,Aurangabad,Maharashtra,19.87757,75.34226,1149.349,1413.698,1.23000,osrm
Vadodara,Gujarat,22.29941,73.20812,Mumbai,Maharashtra,19.07283,72.88261,360.374,405.938,1.12644,osrm
Muktsar,Punjab,30.47426,74.51660,Bahraigh,Uttar Pradesh,27.57429,81.59474,759.790,889.697,1.17098,osrm
Sitapur,Uttar Pradesh,27.56192,80.68265,Pilibhit,Uttar Pradesh,28.63124,79.80436,146.833,179.074,1.21958,osrm
Prayagraj,Uttar Pradesh,25.44478,81.84322,Navi Mumbai,Maharashtra,19.03681,73.01582,1153.957,1413.838,1.22521,osrm
Hosapete,Karnataka,15.26954,76.38710,Dharmavaram,Andhra Pradesh,14.41435,77.72035,171.984,203.013,1.18042,osrm
Gokalpur,Delhi,28.70290,77.28961,Batala,Punjab,31.80921,75.20294,399.316,454.792,1.13893,osrm
Karimnagar,Telangana,18.43915,79.12856,Jaipur,Rajasthan,26.91962,75.78781,1003.180,1304.486,1.30035,osrm
Nangloi Jat,Delhi,28.67957,77.06799,Amritsar,Punjab,31.62234,74.87534,389.230,442.360,1.13650,osrm
Ashoknagar Kalyangarh,West Bengal,22.86416,88.63701,Bhopal,Madhya Pradesh,23.25469,77.40289,1149.902,1444.479,1.25618,osrm
Gangapur,Rajasthan,26.47249,76.71744,Kishangarh,Rajasthan,26.59006,74.85397,185.846,214.425,1.15377,osrm
Bhubaneswar,Odisha,20.27241,85.83385,Tumkur,Karnataka,13.34136,77.10220,1206.797,1401.447,1.16129,osrm
Farrukhabad,Uttar Pradesh,27.39134,79.57930,Bihar Sharif,Bihar,25.20084,85.52389,640.604,777.815,1.21419,osrm
Rajamahendravaram,Andhra Pradesh,17.00517,81.77784,Betul,Madhya Pradesh,21.90056,77.90229,679.175,927.819,1.36610,osrm
Robertsonpet,Karnataka,12.95629,78.27539,Suriapet,Telangana,17.14054,79.62045,487.160,626.668,1.28637,osrm
Rewari,Haryana,28.19900,76.61830,Hathras,Uttar Pradesh,27.59551,78.05201,156.057,207.054,1.32678,osrm
Bhiwandi,Maharashtra,19.30023,73.05881,Nagda,Madhya Pradesh,23.45834,75.41759,522.867,629.971,1.20484,osrm
Gaya,Bihar,24.79686,85.00385,Varanasi,Uttar Pradesh,25.31668,83.01041,208.951,238.035,1.13919,osrm
Botad,Gujarat,22.16917,71.66671,Badlapur,Maharashtra,19.15516,73.26553,374.142,602.279,1.60976,osrm
Nanded,Maharashtra,19.16023,77.31497,Greater Noida,Uttar Pradesh,28.49615,77.53601,1038.351,1279.973,1.23270,osrm
Gandhinagar,Gujarat,23.21667,72.68333,Madanapalle,Andhra Pradesh,13.55030,78.50288,1237.409,1473.114,1.19048,osrm
Rourkela,Odisha,22.22496,84.86414,Kirari Sulemannagar,Delhi,28.69736,77.06480,1062.927,1382.119,1.30030,osrm
Ambarnath,Maharashtra,19.20000,73.16667,Ranebennur,Karnataka,14.62239,75.62951,572.444,711.587,1.24307,osrm
Narasaraopet,Andhra Pradesh,16.23488,80.04927,Bankura,West Bengal,23.23241,87.07160,1069.873,1290.957,1.20665,osrm
Panchkula,Haryana,30.69461,76.85040,Yamuna Nagar,Haryana,30.12796,77.28371,75.476,96.723,1.28150,osrm
Kanpur,Uttar Pradesh,26.46523,80.34975,Hardoi,Uttar Pradesh,27.39491,80.13165,105.613,131.843,1.24837,osrm
Jamuria,West Bengal,23.70468,87.07872,Kanchrapara,West Bengal,22.95998,88.42849,160.777,178.453,1.10994,osrm
Chhatarpur,Madhya Pradesh,24.91770,79.58871,Ashoknagar Kalyangarh,West Bengal,22.86416,88.63701,947.607,1091.147,1.15148,osrm
