start_city,start_state,destination_city,destination_state,distance_km,vehicle_type,fuel_type,mileage,fuel_price,passengers,departure_hour,month,traffic_level,weather_condition,toll_cost,parking_cost,estimated_time_minutes,fuel_consumption_litres,total_trip_cost,cost_per_km,cost_band
Gonda City,Uttar Pradesh,Bareilly,Uttar Pradesh,318.55,SUV,CNG,8.28,83.27,2,11,7,High,Rain,463.97,120.0,420.54,44.82,4580.08,14.378,Poor
Gonda City,Uttar Pradesh,Bareilly,Uttar Pradesh,360.68,SUV,Petrol,9.78,101.26,2,2,11,Low,Rain,482.39,80.0,343.2,34.814,4385.97,12.16,Poor
Bagaha,Bihar,Panihati,West Bengal,700.86,Hatchback,Petrol,20.78,106.68,5,12,5,Medium,Fog,495.78,60.0,756.08,35.245,4647.76,6.632,Excellent
Bagaha,Bihar,Panihati,West Bengal,837.61,SUV,CNG,11.9,85.64,4,22,3,Low,Rain,1038.64,0.0,743.27,66.446,7396.37,8.83,Good
Bagaha,Bihar,Panihati,West Bengal,908.4,Hatchback,Petrol,15.27,111.58,3,1,9,Low,Cloudy,1323.57,60.0,823.09,56.158,8163.81,8.987,Good
Bagaha,Bihar,Panihati,West Bengal,907.47,Hatchback,Petrol,16.53,107.91,5,18,3,High,Cloudy,984.8,150.0,1161.13,63.957,8629.73,9.51,Average
Bagaha,Bihar,Panihati,West Bengal,869.21,Sedan,Diesel,15.94,101.44,3,0,4,High,Clear,1432.13,120.0,1047.75,63.528,8505.18,9.785,Average
Sultan Pur Majra,Delhi,Gandhidham,Gujarat,1130.03,SUV,Diesel,11.66,92.28,2,1,5,Low,Rain,1182.89,60.0,1068.91,91.488,10716.75,9.484,Average
Sultan Pur Majra,Delhi,Gandhidham,Gujarat,1277.75,Hatchback,Petrol,14.48,103.81,2,22,7,Low,Cloudy,2042.65,40.0,1189.21,83.301,11560.29,9.047,Good
Sultan Pur Majra,Delhi,Gandhidham,Gujarat,1188.15,SUV,Petrol,11.6,104.14,5,19,7,Medium,Clear,1830.14,40.0,1312.04,107.036,13988.1,11.773,Poor
Sultan Pur Majra,Delhi,Gandhidham,Gujarat,1087.84,SUV,Petrol,12.58,102.95,4,0,7,Low,Cloudy,1166.93,60.0,1008.82,81.631,10379.93,9.542,Average
Sultan Pur Majra,Delhi,Gandhidham,Gujarat,1174.41,Sedan,Diesel,19.55,93.52,3,23,9,Low,Cloudy,1951.16,40.0,1102.14,56.708,8172.93,6.959,Excellent
Ramgundam,Telangana,Mulugu,Telangana,95.86,SUV,CNG,8.63,90.87,2,22,11,Medium,Cloudy,121.38,40.0,98.31,11.608,1282.19,13.376,Poor
Ramgundam,Telangana,Mulugu,Telangana,109.72,Hatchback,Petrol,18.25,113.4,4,10,3,High,Rain,123.16,150.0,141.56,7.004,1121.27,10.219,Average
Ramgundam,Telangana,Mulugu,Telangana,104.65,Sedan,Petrol,13.72,117.03,5,18,2,High,Cloudy,119.41,40.0,131.2,8.886,1270.26,12.138,Poor
Ramgundam,Telangana,Mulugu,Telangana,100.9,SUV,Diesel,14.84,108.39,3,15,11,High,Rain,145.01,0.0,130.26,7.921,1073.08,10.635,Poor
Ramgundam,Telangana,Mulugu,Telangana,99.57,Sedan,Diesel,16.9,106.24,1,15,11,Low,Clear,169.58,40.0,88.18,5.562,860.12,8.638,Good
Rudrapur,Uttarakhand,Mau,Uttar Pradesh,610.99,Hatchback,Petrol,16.46,106.87,3,18,6,High,Clear,863.37,80.0,775.77,43.244,5956.49,9.749,Average
Rudrapur,Uttarakhand,Mau,Uttar Pradesh,621.66,Sedan,Petrol,16.25,104.65,3,15,10,Low,Clear,1176.84,60.0,576.38,36.114,5405.87,8.696,Good
Rudrapur,Uttarakhand,Mau,Uttar Pradesh,649.49,Hatchback,Petrol,15.49,101.73,1,4,7,High,Cloudy,848.76,120.0,783.77,48.848,6361.91,9.795,Average
Rudrapur,Uttarakhand,Mau,Uttar Pradesh,693.1,Sedan,Diesel,16.86,93.99,4,6,1,Medium,Fog,672.64,150.0,712.51,42.959,5311.35,7.663,Excellent
Rudrapur,Uttarakhand,Mau,Uttar Pradesh,660.12,Sedan,Petrol,15.89,101.0,4,6,11,High,Clear,720.76,40.0,804.45,48.398,6053.7,9.171,Average
Bengaluru,Karnataka,Kurichchi,Tamil Nadu,292.9,Hatchback,CNG,19.12,88.45,1,8,6,Medium,Cloudy,334.01,60.0,315.95,16.008,1960.31,6.693,Excellent
Bengaluru,Karnataka,Kurichchi,Tamil Nadu,260.69,Sedan,Petrol,14.11,112.44,3,13,1,Medium,Cloudy,320.7,40.0,289.34,19.307,2725.08,10.453,Average
Bengaluru,Karnataka,Kurichchi,Tamil Nadu,245.25,Hatchback,CNG,14.84,85.86,5,15,6,Medium,Rain,277.3,60.0,248.59,17.27,1968.29,8.026,Good
Bengaluru,Karnataka,Kurichchi,Tamil Nadu,317.42,SUV,Petrol,9.11,109.22,2,14,8,Low,Rain,256.28,120.0,280.56,32.892,4200.64,13.234,Poor
Bengaluru,Karnataka,Kurichchi,Tamil Nadu,318.94,SUV,Petrol,10.5,108.3,2,20,10,High,Clear,505.08,60.0,412.55,35.387,4625.14,14.502,Poor
Darjiling,West Bengal,Raniganj,West Bengal,526.53,Hatchback,Diesel,16.75,104.25,1,22,5,Low,Clear,906.43,150.0,506.09,29.674,4467.39,8.485,Good
Darjiling,West Bengal,Raniganj,West Bengal,535.06,SUV,CNG,13.25,86.93,3,8,12,High,Rain,519.35,0.0,652.13,47.045,4998.23,9.341,Average
Darjiling,West Bengal,Raniganj,West Bengal,463.74,Sedan,CNG,14.09,88.62,2,15,9,High,Rain,679.87,80.0,577.28,38.343,4420.96,9.533,Average
Darjiling,West Bengal,Raniganj,West Bengal,440.14,SUV,Diesel,13.23,106.81,5,14,12,Medium,Clear,610.42,0.0,466.42,34.765,4646.28,10.556,Poor
Darjiling,West Bengal,Raniganj,West Bengal,521.57,Sedan,Petrol,13.89,113.15,1,23,3,Low,Cloudy,696.32,150.0,496.75,35.447,5149.41,9.873,Average
Jagtial,Telangana,Vizianagaram,Andhra Pradesh,622.95,Sedan,Petrol,13.66,115.75,1,6,7,High,Cloudy,1011.23,150.0,817.41,53.129,7709.72,12.376,Poor
Jagtial,Telangana,Vizianagaram,Andhra Pradesh,713.28,Hatchback,Petrol,19.17,117.58,3,20,12,High,Cloudy,994.33,0.0,904.72,43.347,6527.52,9.151,Average
Jagtial,Telangana,Vizianagaram,Andhra Pradesh,618.67,Sedan,Petrol,13.58,116.81,5,5,5,Low,Clear,803.44,150.0,556.82,43.006,6417.94,10.374,Average
Jagtial,Telangana,Vizianagaram,Andhra Pradesh,583.74,Sedan,Petrol,16.37,118.0,1,17,12,Medium,Cloudy,744.57,120.0,597.8,37.264,5632.83,9.65,Average
Jagtial,Telangana,Vizianagaram,Andhra Pradesh,555.69,Sedan,Diesel,19.49,108.33,4,1,11,Low,Cloudy,1245.65,80.0,507.84,26.915,4578.09,8.239,Good
Saugor,Madhya Pradesh,Gyanpur,Uttar Pradesh,481.48,Sedan,Diesel,18.09,106.93,3,13,9,Low,Clear,709.07,150.0,461.35,25.125,3927.67,8.157,Good
Saugor,Madhya Pradesh,Gyanpur,Uttar Pradesh,485.85,Sedan,Petrol,14.56,112.83,5,21,11,Medium,Cloudy,664.4,60.0,511.85,34.87,5054.79,10.404,Average
Saugor,Madhya Pradesh,Gyanpur,Uttar Pradesh,478.69,SUV,Diesel,15.03,105.09,5,8,7,High,Cloudy,706.28,60.0,626.19,37.104,5037.88,10.524,Poor
Saugor,Madhya Pradesh,Gyanpur,Uttar Pradesh,559.83,Hatchback,Diesel,22.48,101.99,2,7,5,High,Cloudy,1016.39,150.0,675.36,29.013,4449.33,7.948,Excellent
Saugor,Madhya Pradesh,Gyanpur,Uttar Pradesh,526.92,SUV,Diesel,13.63,104.76,4,22,8,Low,Rain,719.1,0.0,469.71,36.494,5046.06,9.577,Average
Hugli,West Bengal,Silchar,Assam,631.34,Hatchback,Petrol,16.21,116.58,4,22,2,Low,Clear,991.29,80.0,554.29,36.766,5659.09,8.964,Good
Hugli,West Bengal,Silchar,Assam,663.29,Hatchback,Diesel,23.02,106.96,2,8,8,High,Cloudy,1249.73,0.0,802.44,33.568,5215.19,7.863,Excellent
Hugli,West Bengal,Silchar,Assam,603.7,Sedan,Diesel,18.54,104.73,2,22,8,Low,Rain,352.07,120.0,559.2,30.739,4046.45,6.703,Excellent
Hugli,West Bengal,Silchar,Assam,568.47,Hatchback,Petrol,17.37,111.14,5,14,7,Low,Rain,1022.81,150.0,498.08,30.894,4937.71,8.686,Good
Hugli,West Bengal,Silchar,Assam,574.79,Sedan,Diesel,15.22,107.87,4,0,10,Low,Clear,1270.54,80.0,508.46,35.651,5533.07,9.626,Average
Kalaburagi,Karnataka,Indore,Madhya Pradesh,840.04,Sedan,Diesel,17.31,101.59,3,15,1,Medium,Cloudy,913.62,80.0,922.87,50.713,6715.69,7.994,Excellent
Kalaburagi,Karnataka,Indore,Madhya Pradesh,774.46,Sedan,Petrol,15.0,113.6,3,13,12,Medium,Fog,1325.65,60.0,857.25,53.954,8009.68,10.342,Average
Kalaburagi,Karnataka,Indore,Madhya Pradesh,774.21,Hatchback,Diesel,19.38,102.42,1,18,12,Medium,Cloudy,1478.29,120.0,825.59,41.747,6371.6,8.23,Good
Kalaburagi,Karnataka,Indore,Madhya Pradesh,873.88,Hatchback,Petrol,18.76,111.53,2,16,2,Low,Clear,1485.52,60.0,781.73,43.973,7044.6,8.061,Good
Kalaburagi,Karnataka,Indore,Madhya Pradesh,765.64,Sedan,Petrol,15.07,107.62,3,22,2,Medium,Clear,1477.56,80.0,820.61,53.092,7836.87,10.236,Average
Mulugu,Telangana,Begusarai,Bihar,1365.47,SUV,CNG,12.46,92.66,4,2,6,Medium,Rain,1654.02,150.0,1517.8,114.52,13391.12,9.807,Average
Mulugu,Telangana,Begusarai,Bihar,1308.94,Hatchback,Petrol,17.55,117.57,1,2,9,High,Rain,1564.59,80.0,1667.1,86.89,12703.12,9.705,Average
Mulugu,Telangana,Begusarai,Bihar,1293.23,Hatchback,Petrol,20.48,117.98,2,9,9,High,Rain,1572.41,40.0,1560.93,73.565,11097.12,8.581,Good
Mulugu,Telangana,Begusarai,Bihar,1231.59,Sedan,Petrol,12.65,116.71,4,17,8,Medium,Rain,1332.62,60.0,1357.65,101.74,13984.9,11.355,Poor
Mulugu,Telangana,Begusarai,Bihar,1321.81,Hatchback,CNG,18.14,89.42,1,15,4,Low,Cloudy,1671.26,80.0,1274.42,68.787,8757.46,6.625,Excellent
Hardoi,Uttar Pradesh,Khardah,West Bengal,1237.1,Sedan,Petrol,13.7,102.34,5,22,12,Low,Clear,2069.02,150.0,1187.86,85.243,11662.07,9.427,Average
Hardoi,Uttar Pradesh,Khardah,West Bengal,1124.08,Sedan,Petrol,17.45,100.85,4,4,6,Medium,Clear,1334.19,0.0,1244.77,67.316,8960.5,7.971,Excellent
Hardoi,Uttar Pradesh,Khardah,West Bengal,1144.65,SUV,Diesel,15.36,93.68,2,6,12,High,Clear,1367.7,80.0,1376.19,86.818,10415.3,9.099,Average
Hardoi,Uttar Pradesh,Khardah,West Bengal,1375.44,Hatchback,Petrol,18.42,103.95,2,1,3,High,Clear,1727.25,120.0,1726.97,86.992,11651.15,8.471,Good
Hardoi,Uttar Pradesh,Khardah,West Bengal,1294.84,Hatchback,Diesel,18.0,95.09,1,2,5,Low,Cloudy,1504.65,60.0,1230.16,67.907,8616.2,6.654,Excellent
Madurai,Tamil Nadu,Latur,Maharashtra,1180.89,SUV,Petrol,8.93,106.46,4,8,2,High,Clear,1336.72,150.0,1452.95,154.058,18960.96,16.056,Poor
Madurai,Tamil Nadu,Latur,Maharashtra,1080.86,Sedan,Petrol,16.1,108.68,4,22,7,Low,Cloudy,1615.73,120.0,1038.05,63.375,9480.63,8.771,Good
Madurai,Tamil Nadu,Latur,Maharashtra,1225.99,SUV,Petrol,10.33,105.97,4,15,5,High,Cloudy,2062.24,40.0,1567.02,138.265,17925.34,14.621,Poor
Madurai,Tamil Nadu,Latur,Maharashtra,1181.5,Hatchback,Diesel,20.71,102.49,4,5,5,High,Clear,1963.07,120.0,1544.88,66.463,9492.97,8.035,Good
Madurai,Tamil Nadu,Latur,Maharashtra,1237.75,Sedan,Petrol,18.03,105.49,3,17,10,High,Cloudy,2290.19,0.0,1528.99,79.977,11431.63,9.236,Average
Nashik,Maharashtra,Bhayandar,Maharashtra,156.14,Hatchback,Petrol,20.18,110.08,1,4,5,Low,Clear,183.36,150.0,141.46,7.304,1213.35,7.771,Excellent
Nashik,Maharashtra,Bhayandar,Maharashtra,152.29,Hatchback,Petrol,19.13,108.0,5,16,5,High,Clear,236.55,0.0,183.97,9.274,1308.12,8.59,Good
Nashik,Maharashtra,Bhayandar,Maharashtra,158.23,Hatchback,Petrol,14.51,110.24,4,0,9,Low,Cloudy,206.93,0.0,149.21,10.294,1445.77,9.137,Average
Nashik,Maharashtra,Bhayandar,Maharashtra,132.12,Sedan,Petrol,13.83,112.85,1,19,9,High,Rain,140.81,80.0,168.0,11.129,1586.57,12.009,Poor
Nashik,Maharashtra,Bhayandar,Maharashtra,148.69,Sedan,Petrol,13.37,113.71,1,7,7,Low,Cloudy,174.51,150.0,141.95,10.498,1616.51,10.872,Poor
Udgir,Maharashtra,Gondia,Maharashtra,518.98,Hatchback,CNG,18.5,87.42,1,23,3,Medium,Cloudy,673.95,80.0,560.87,29.315,3569.24,6.877,Excellent
Udgir,Maharashtra,Gondia,Maharashtra,588.46,Hatchback,CNG,16.48,89.27,2,5,4,Low,Cloudy,656.71,0.0,543.91,33.708,4047.83,6.879,Excellent
Udgir,Maharashtra,Gondia,Maharashtra,578.58,Hatchback,CNG,15.43,87.33,5,16,2,Low,Clear,787.08,40.0,558.19,35.397,4182.23,7.228,Excellent
Udgir,Maharashtra,Gondia,Maharashtra,554.63,Hatchback,Petrol,15.86,112.1,5,7,4,Medium,Clear,1030.44,120.0,583.89,36.544,5515.54,9.945,Average
Udgir,Maharashtra,Gondia,Maharashtra,557.86,Hatchback,Diesel,16.62,105.51,4,20,1,High,Clear,478.62,40.0,703.19,39.104,4939.86,8.855,Good
Gudivada,Andhra Pradesh,Raipur,Chhattisgarh,645.33,SUV,CNG,10.18,88.22,1,16,12,Low,Rain,1043.34,150.0,591.99,59.842,6958.48,10.783,Poor
Gudivada,Andhra Pradesh,Raipur,Chhattisgarh,574.74,SUV,CNG,11.16,89.6,5,18,12,Low,Fog,756.91,80.0,537.31,48.616,5709.1,9.933,Average
Gudivada,Andhra Pradesh,Raipur,Chhattisgarh,564.59,Sedan,Petrol,12.73,117.0,3,12,12,Low,Fog,879.09,0.0,517.77,41.867,6211.79,11.002,Poor
Gudivada,Andhra Pradesh,Raipur,Chhattisgarh,576.7,Hatchback,Diesel,19.1,108.19,2,0,10,Low,Clear,705.99,60.0,552.77,28.503,4151.97,7.2,Excellent
Gudivada,Andhra Pradesh,Raipur,Chhattisgarh,681.68,Hatchback,Petrol,17.84,111.86,2,6,7,Medium,Rain,836.59,120.0,742.15,39.93,5734.84,8.413,Good
Rudrapur,Uttarakhand,Vapi,Gujarat,1353.52,SUV,Petrol,13.17,103.21,5,9,6,High,Rain,1935.16,120.0,1776.57,119.731,15338.68,11.332,Poor
Rudrapur,Uttarakhand,Vapi,Gujarat,1217.96,Sedan,Diesel,16.08,95.8,2,4,12,Low,Cloudy,1916.22,40.0,1126.74,71.502,9490.29,7.792,Excellent
Rudrapur,Uttarakhand,Vapi,Gujarat,1362.93,Hatchback,Petrol,20.34,101.95,1,3,11,Low,Clear,1768.68,60.0,1200.53,63.255,9125.29,6.695,Excellent
Rudrapur,Uttarakhand,Vapi,Gujarat,1330.46,Sedan,Diesel,15.95,94.34,3,12,9,Medium,Fog,2491.41,120.0,1470.42,87.168,11850.27,8.907,Good
Rudrapur,Uttarakhand,Vapi,Gujarat,1496.39,Hatchback,Petrol,20.87,105.43,3,20,10,Medium,Rain,2318.45,60.0,1653.01,74.927,11235.14,7.508,Excellent
Ambur,Tamil Nadu,Cuddalore,Tamil Nadu,213.01,Sedan,Petrol,12.97,108.22,2,23,5,Low,Clear,241.7,40.0,199.0,15.504,2110.46,9.908,Average
Ambur,Tamil Nadu,Cuddalore,Tamil Nadu,215.27,Hatchback,CNG,16.52,84.09,1,1,11,Low,Clear,273.06,120.0,189.94,12.301,1526.37,7.09,Excellent
Ambur,Tamil Nadu,Cuddalore,Tamil Nadu,211.01,Hatchback,Diesel,17.89,102.14,4,12,1,Low,Fog,247.96,40.0,201.41,11.134,1526.47,7.234,Excellent
Ambur,Tamil Nadu,Cuddalore,Tamil Nadu,195.19,Sedan,Petrol,12.56,105.98,4,6,3,Medium,Clear,277.49,60.0,213.79,16.24,2187.21,11.206,Poor
Ambur,Tamil Nadu,Cuddalore,Tamil Nadu,193.63,Hatchback,Petrol,14.9,107.94,2,14,2,High,Clear,258.27,80.0,250.0,15.14,2102.81,10.86,Poor
Jammu,Jammu and Kashmir,Panipat,Haryana,524.55,Sedan,Diesel,19.55,99.81,5,13,11,Low,Clear,754.34,0.0,460.89,25.329,3577.38,6.82,Excellent
Jammu,Jammu and Kashmir,Panipat,Haryana,508.7,Sedan,Petrol,14.28,109.24,1,11,12,High,Fog,717.98,0.0,628.29,41.501,5625.34,11.058,Poor
Jammu,Jammu and Kashmir,Panipat,Haryana,552.14,Hatchback,Petrol,20.52,108.98,1,20,4,Medium,Clear,688.44,80.0,569.88,28.118,4129.34,7.479,Excellent
Jammu,Jammu and Kashmir,Panipat,Haryana,447.71,Sedan,Petrol,17.46,109.62,4,17,4,High,Clear,676.63,40.0,583.74,29.873,4310.52,9.628,Average
Jammu,Jammu and Kashmir,Panipat,Haryana,505.19,SUV,Diesel,13.48,99.8,4,6,2,Medium,Clear,838.98,60.0,535.11,39.163,5188.82,10.271,Average
Srikakulam,Andhra Pradesh,Dhule,Maharashtra,1220.05,Sedan,Diesel,16.73,107.58,2,5,5,Medium,Clear,2033.95,60.0,1228.73,76.208,11089.24,9.089,Average
Srikakulam,Andhra Pradesh,Dhule,Maharashtra,1208.8,SUV,Petrol,11.04,112.31,1,14,5,High,Clear,2570.02,40.0,1461.55,127.559,18004.37,14.894,Poor
Srikakulam,Andhra Pradesh,Dhule,Maharashtra,1184.25,Hatchback,Petrol,15.24,116.61,3,8,4,High,Clear,1504.17,0.0,1434.7,90.528,12808.18,10.815,Poor
Srikakulam,Andhra Pradesh,Dhule,Maharashtra,1226.97,Hatchback,Diesel,16.07,103.22,2,5,11,Low,Clear,2167.15,0.0,1183.78,72.076,10320.71,8.412,Good
Srikakulam,Andhra Pradesh,Dhule,Maharashtra,1201.18,Sedan,Petrol,13.05,114.18,1,2,9,Low,Rain,1325.48,40.0,1129.11,86.89,12231.99,10.183,Average
Amroha,Uttar Pradesh,Burari,Delhi,147.38,Sedan,Diesel,14.96,97.02,3,4,2,Low,Clear,138.28,150.0,130.04,9.3,1278.68,8.676,Good
Amroha,Uttar Pradesh,Burari,Delhi,161.98,Sedan,Diesel,16.82,93.98,4,16,3,High,Fog,239.86,0.0,198.01,11.219,1408.4,8.695,Good
Amroha,Uttar Pradesh,Burari,Delhi,157.75,SUV,Petrol,12.8,105.08,5,14,1,High,Fog,202.65,60.0,198.9,14.358,1928.86,12.227,Poor
Amroha,Uttar Pradesh,Burari,Delhi,157.93,Hatchback,CNG,15.25,81.45,4,8,6,Medium,Cloudy,204.61,80.0,172.95,10.822,1258.96,7.972,Excellent
Amroha,Uttar Pradesh,Burari,Delhi,148.14,Sedan,Diesel,18.09,97.44,2,22,10,Medium,Clear,192.32,40.0,149.6,8.558,1157.98,7.817,Excellent
Morena,Madhya Pradesh,Akola,Maharashtra,906.53,Hatchback,Diesel,18.93,103.26,3,2,6,Low,Cloudy,1198.76,0.0,826.79,45.207,6441.11,7.105,Excellent
Morena,Madhya Pradesh,Akola,Maharashtra,771.55,Hatchback,Petrol,15.16,109.32,5,20,10,High,Clear,1278.39,60.0,925.82,59.291,8239.81,10.68,Poor
Morena,Madhya Pradesh,Akola,Maharashtra,814.4,SUV,Diesel,11.33,102.21,1,8,5,High,Fog,820.57,120.0,1005.87,83.74,10103.15,12.406,Poor
Morena,Madhya Pradesh,Akola,Maharashtra,773.05,SUV,Diesel,15.25,105.23,2,13,1,Low,Fog,998.73,80.0,718.25,47.853,6782.41,8.774,Good
Morena,Madhya Pradesh,Akola,Maharashtra,760.47,Sedan,Petrol,13.2,115.58,2,5,4,High,Cloudy,649.54,60.0,945.95,67.117,9074.47,11.933,Poor
Gondal,Gujarat,Bhayandar,Maharashtra,424.33,Hatchback,CNG,18.2,83.95,1,8,7,High,Rain,575.67,120.0,514.77,27.162,3235.84,7.626,Excellent
Gondal,Gujarat,Bhayandar,Maharashtra,465.32,Hatchback,CNG,17.35,80.88,2,14,11,Low,Cloudy,463.17,150.0,441.51,25.318,2963.81,6.369,Excellent
Gondal,Gujarat,Bhayandar,Maharashtra,442.49,Hatchback,Petrol,20.11,105.49,3,19,4,High,Clear,732.68,60.0,566.53,25.634,3795.62,8.578,Good
Gondal,Gujarat,Bhayandar,Maharashtra,429.45,SUV,Petrol,11.94,102.99,5,1,9,Low,Rain,569.84,80.0,394.37,33.953,4503.56,10.487,Poor
Gondal,Gujarat,Bhayandar,Maharashtra,444.64,SUV,Petrol,11.33,107.6,3,10,12,High,Cloudy,771.96,120.0,565.18,45.72,6161.38,13.857,Poor
Ludhiana,Punjab,Jind,Haryana,221.68,Sedan,Petrol,12.84,101.19,3,7,11,Medium,Clear,295.16,40.0,244.49,18.042,2335.31,10.535,Poor
Ludhiana,Punjab,Jind,Haryana,213.89,Sedan,Diesel,14.63,98.98,1,16,12,Medium,Cloudy,302.75,40.0,226.72,15.278,1978.58,9.25,Average
Ludhiana,Punjab,Jind,Haryana,218.85,Hatchback,Diesel,22.23,96.99,5,16,3,Medium,Clear,246.26,40.0,238.56,10.288,1407.5,6.431,Excellent
Ludhiana,Punjab,Jind,Haryana,221.57,Sedan,Diesel,15.95,98.17,4,23,2,High,Clear,198.52,40.0,268.11,16.184,1987.83,8.972,Good
Ludhiana,Punjab,Jind,Haryana,226.34,Hatchback,Diesel,19.67,96.69,4,15,9,High,Rain,269.08,150.0,293.25,13.405,1826.87,8.071,Good
Aligarh,Uttar Pradesh,Panchkula,Haryana,467.49,Sedan,Petrol,15.8,103.1,3,15,3,Low,Clear,897.84,60.0,436.23,27.931,4220.34,9.028,Good
Aligarh,Uttar Pradesh,Panchkula,Haryana,387.83,Sedan,Diesel,19.91,97.6,3,16,5,Medium,Clear,469.05,0.0,399.69,20.356,2756.91,7.109,Excellent
Aligarh,Uttar Pradesh,Panchkula,Haryana,432.51,SUV,Petrol,9.52,103.94,4,10,6,Medium,Clear,485.59,60.0,435.58,47.476,5827.7,13.474,Poor
Aligarh,Uttar Pradesh,Panchkula,Haryana,402.84,SUV,Petrol,11.07,106.43,1,18,9,Medium,Rain,494.56,150.0,424.43,38.028,4995.37,12.4,Poor
Aligarh,Uttar Pradesh,Panchkula,Haryana,420.22,Hatchback,Petrol,16.92,105.52,2,18,5,Medium,Cloudy,605.22,120.0,460.04,25.953,3720.32,8.853,Good
Barnala,Punjab,Dalupura,Delhi,353.68,Sedan,Petrol,13.14,105.51,3,20,1,High,Clear,390.67,120.0,436.75,31.357,4105.31,11.607,Poor
Barnala,Punjab,Dalupura,Delhi,333.74,Sedan,Diesel,17.41,95.23,4,18,10,Medium,Clear,414.79,60.0,349.36,20.032,2647.47,7.933,Excellent
Barnala,Punjab,Dalupura,Delhi,305.38,SUV,Diesel,10.1,95.57,1,3,5,Low,Clear,421.0,80.0,281.18,28.542,3452.39,11.305,Poor
Barnala,Punjab,Dalupura,Delhi,314.04,Hatchback,Petrol,14.48,101.5,5,7,1,Medium,Clear,456.17,40.0,345.25,22.664,2993.42,9.532,Average
Barnala,Punjab,Dalupura,Delhi,341.26,Hatchback,Petrol,16.57,104.1,3,22,7,Medium,Fog,417.62,0.0,349.6,21.522,2861.76,8.386,Good
Kolkata,West Bengal,Lucknow,Uttar Pradesh,988.07,Hatchback,Petrol,19.77,110.99,5,14,6,Low,Rain,915.16,0.0,942.16,47.179,6750.85,6.832,Excellent
Kolkata,West Bengal,Lucknow,Uttar Pradesh,1072.06,Hatchback,Diesel,23.11,106.72,1,21,1,Medium,Fog,1793.86,120.0,1084.25,48.477,7640.93,7.127,Excellent
Kolkata,West Bengal,Lucknow,Uttar Pradesh,1058.05,Sedan,Diesel,16.1,105.5,5,1,4,Low,Clear,1513.28,120.0,988.45,62.037,9025.42,8.53,Good
Kolkata,West Bengal,Lucknow,Uttar Pradesh,1044.6,Hatchback,Diesel,20.94,105.12,1,23,11,Medium,Clear,1796.7,40.0,1082.4,52.13,7904.96,7.567,Excellent
Kolkata,West Bengal,Lucknow,Uttar Pradesh,1142.4,Hatchback,Diesel,21.25,108.26,2,8,4,Medium,Clear,1339.05,40.0,1192.88,56.179,8129.15,7.116,Excellent
Etah,Uttar Pradesh,Dombivali,Maharashtra,1417.52,Sedan,Diesel,16.91,95.46,2,20,8,Medium,Rain,1339.83,120.0,1499.02,87.6,10811.33,7.627,Excellent
Etah,Uttar Pradesh,Dombivali,Maharashtra,1321.82,Sedan,Petrol,17.04,102.14,4,8,12,Medium,Clear,1796.75,80.0,1414.89,81.062,11148.83,8.434,Good
Etah,Uttar Pradesh,Dombivali,Maharashtra,1236.23,Hatchback,CNG,16.44,83.51,1,3,4,Low,Cloudy,1606.59,0.0,1166.31,70.985,8146.96,6.59,Excellent
Etah,Uttar Pradesh,Dombivali,Maharashtra,1310.89,Sedan,Petrol,15.54,104.83,1,17,7,High,Clear,1942.66,40.0,1709.0,98.275,13250.09,10.108,Average
Etah,Uttar Pradesh,Dombivali,Maharashtra,1331.27,SUV,Petrol,11.95,101.64,5,22,8,Medium,Rain,2330.68,80.0,1447.87,116.416,15137.57,11.371,Poor
Ambikapur,Chhattisgarh,Deoghar,Jharkhand,459.87,Sedan,Petrol,14.55,106.94,4,11,8,High,Cloudy,722.22,40.0,575.05,36.821,4968.28,10.804,Poor
Ambikapur,Chhattisgarh,Deoghar,Jharkhand,488.66,Hatchback,Petrol,17.97,105.18,2,5,12,Low,Clear,352.06,40.0,465.27,25.67,3349.92,6.855,Excellent
Ambikapur,Chhattisgarh,Deoghar,Jharkhand,524.81,Sedan,Diesel,17.71,97.77,4,19,7,High,Clear,966.08,150.0,650.03,34.523,4815.72,9.176,Average
Ambikapur,Chhattisgarh,Deoghar,Jharkhand,475.34,SUV,Diesel,10.45,102.16,5,17,5,Medium,Cloudy,836.83,120.0,488.7,47.534,6237.28,13.122,Poor
Ambikapur,Chhattisgarh,Deoghar,Jharkhand,510.23,Hatchback,Petrol,19.62,107.96,2,3,9,Low,Clear,849.84,120.0,468.44,24.549,3887.37,7.619,Excellent
Nagercoil,Tamil Nadu,Teni,Tamil Nadu,261.0,Hatchback,Petrol,17.53,107.54,4,14,6,Medium,Clear,101.35,120.0,274.39,15.559,2042.43,7.825,Excellent
Nagercoil,Tamil Nadu,Teni,Tamil Nadu,241.11,Sedan,Petrol,15.77,106.61,2,21,1,High,Clear,273.38,40.0,307.0,17.812,2399.2,9.951,Average
Nagercoil,Tamil Nadu,Teni,Tamil Nadu,234.08,Hatchback,Petrol,15.0,105.76,3,2,12,Low,Clear,416.55,40.0,216.89,14.731,2131.4,9.105,Average
Nagercoil,Tamil Nadu,Teni,Tamil Nadu,224.35,Hatchback,CNG,15.64,83.77,3,10,4,Low,Clear,234.05,60.0,207.19,13.541,1536.76,6.85,Excellent
