a,b,road_km
Kolkata,Meerut,1436.375
Kolkata,Moradabad,1344.724
Kolkata,Mumbai,1888.109
Kolkata,Muzaffarnagar,1493.118
Kolkata,Muzaffarpur,612.731
Kolkata,Mysuru,1970.194
Kolkata,Nagercoil,2379.045
Kolkata,Nagpur,1116.017
Kolkata,Nanded,1504.620
Kolkata,Nashik,1735.933
Kolkata,Nellore,1501.601
Kolkata,Pathankot,1907.136
Kolkata,Patiala,1679.958
Kolkata,Patna,605.325
Kolkata,Prayagraj,816.492
Kolkata,Puducherry,1843.978
Kolkata,Pune,1790.033
Kolkata,Purnia,451.591
Kolkata,Raipur,830.377
Kolkata,Rajamahendravaram,1059.233
Kolkata,Rajapalayam,2246.135
Kolkata,Rajkot,2166.189
Kolkata,Ranchi,400.019
Kolkata,Ratlam,1700.517
Kolkata,Rewa,909.944
Kolkata,Rohtak,1548.428
Kolkata,Rourkela,457.472
Kolkata,Saharanpur,1566.908
Kolkata,Salem,1929.543
Kolkata,Sambalpur,557.399
Kolkata,Satna,968.454
Kolkata,Saugor,1269.239
Kolkata,Shillong,661.198
Kolkata,Shimla,1795.161
Kolkata,Shivamogga,1955.540
Kolkata,Sholapur,1749.838
Kolkata,Silchar,639.177
Kolkata,Siliguri,583.070
Kolkata,Sitapur,1079.533
Kolkata,Sonipat,1507.182
Kolkata,Srinagar,2214.551
Kolkata,Surat,1886.202
Kolkata,Thanjavur,2004.708
Kolkata,Thiruvananthapuram,2447.775
Kolkata,Thrissur,2205.122
Kolkata,Tiruchirappalli,1999.335
Kolkata,Tirunelveli,2297.682
Kolkata,Tirupati,1639.192
Kolkata,Tiruppur,2048.775
Kolkata,Tumkur,1837.040
Kolkata,Udaipur,1827.799
Kolkata,Udupi,2101.164
Kolkata,Ujjain,1602.041
Kolkata,Vadodara,1868.661
Kolkata,Varanasi,695.079
Kolkata,Vellore,1741.524
Kolkata,Vijayawada,1211.880
Kolkata,Visakhapatnam,881.476
Kolkata,Warangal,1363.450
Kollam,Korba,2105.033
Kollam,Kota,2130.423
Kollam,Kozhikode,305.752
Kollam,Kurnool,1010.185
Kollam,Latur,1270.441
Kollam,Lucknow,2509.929
Kollam,Ludhiana,2851.578
Kollam,Madurai,265.870
Kollam,Mangaluru,552.718
Kollam,Mathura,2487.356
Kollam,Meerut,2622.081
Kollam,Moradabad,2728.858
Kollam,Mumbai,1514.415
Kollam,Muzaffarnagar,2678.859
Kollam,Muzaffarpur,2685.398
Kollam,Mysuru,477.023
Kollam,Nagercoil,138.469
Kollam,Nagpur,1706.126
Kollam,Nanded,1392.363
Kollam,Nashik,1500.379
Kollam,Nellore,900.941
Kollam,Pathankot,3021.595
Kollam,Patiala,2794.767
Kollam,Patna,2614.686
Kollam,Prayagraj,2345.637
Kollam,Puducherry,595.890
Kollam,Pune,1367.705
Kollam,Purnia,2751.876
Kollam,Raipur,1903.293
Kollam,Rajamahendravaram,1335.156
Kollam,Rajapalayam,176.846
Kollam,Rajkot,2128.225
Kollam,Ranchi,2345.453
Kollam,Ratlam,1908.621
Kollam,Rewa,2210.425
Kollam,Rohtak,2616.233
Kollam,Rourkela,2224.885
Kollam,Saharanpur,2718.989
Kollam,Salem,476.067
Kollam,Sambalpur,2015.961
Kollam,Satna,2181.660
Kollam,Saugor,2131.031
Kollam,Shillong,3044.476
Kollam,Shimla,2926.366
Kollam,Shivamogga,754.337
Kollam,Sholapur,1147.388
Kollam,Silchar,3022.454
Kollam,Siliguri,2883.355
Kollam,Sitapur,2604.077
Kollam,Sonipat,2602.243
Kollam,Srinagar,3329.010
Kollam,Surat,1729.956
Kollam,Thanjavur,437.852
Kollam,Thiruvananthapuram,69.939
Kollam,Thrissur,210.629
Kollam,Tiruchirappalli,395.575
Kollam,Tirunelveli,164.547
Kollam,Tirupati,768.473
Kollam,Tiruppur,367.741
Kollam,Tumkur,629.323
Kollam,Udaipur,2150.745
Kollam,Udupi,602.651
Kollam,Ujjain,1887.716
Kollam,Vadodara,1853.438
Kollam,Varanasi,2444.938
Kollam,Vellore,660.989
Kollam,Vijayawada,1178.433
Kollam,Visakhapatnam,1519.149
Kollam,Warangal,1325.212
Korba,Kota,1051.678
Korba,Kozhikode,1865.412
Korba,Kurnool,1152.311
Korba,Latur,990.282
Korba,Lucknow,773.925
Korba,Ludhiana,1495.775
Korba,Madurai,1832.632
Korba,Mangaluru,1731.562
Korba,Mathura,1089.081
Korba,Meerut,1195.814
Korba,Moradabad,1104.163
Korba,Mumbai,1254.899
Korba,Muzaffarnagar,1252.557
Korba,Muzaffarpur,641.355
Korba,Mysuru,1658.190
Korba,Nagercoil,2083.930
Korba,Nagpur,482.807
Korba,Nanded,859.181
Korba,Nashik,1102.722
Korba,Nellore,1206.486
Korba,Pathankot,1666.575
Korba,Patiala,1484.935
Korba,Patna,570.637
Korba,Prayagraj,566.669
Korba,Puducherry,1548.863
Korba,Pune,1156.822
Korba,Purnia,853.860
Korba,Raipur,203.298
Korba,Rajamahendravaram,827.164
Korba,Rajapalayam,1951.020
Korba,Rajkot,1493.141
Korba,Ranchi,363.970
Korba,Ratlam,1027.469
Korba,Rewa,438.376
Korba,Rohtak,1306.402
Korba,Rourkela,311.866
Korba,Saharanpur,1326.347
Korba,Salem,1634.428
Korba,Sambalpur,240.387
Korba,Satna,510.534
Korba,Saugor,563.553
Korba,Shillong,1418.472
Korba,Shimla,1554.600
Korba,Shivamogga,1535.387
Korba,Sholapur,1128.909
Korba,Silchar,1396.450
Korba,Siliguri,1000.804
Korba,Sitapur,861.045
Korba,Sonipat,1266.621
Korba,Srinagar,1973.990
Korba,Surat,1252.991
Korba,Thanjavur,1709.593
Korba,Thiruvananthapuram,2152.660
Korba,Thrissur,1910.007
Korba,Tiruchirappalli,1704.220
Korba,Tirunelveli,2002.567
Korba,Tirupati,1344.077
Korba,Tiruppur,1753.660
Korba,Tumkur,1481.387
Korba,Udaipur,1284.307
Korba,Udupi,1681.011
Korba,Ujjain,928.993
Korba,Vadodara,1240.541
Korba,Varanasi,468.985
Korba,Vellore,1446.409
Korba,Vijayawada,936.015
Korba,Visakhapatnam,665.456
Korba,Warangal,786.972
Kota,Kozhikode,1864.805
Kota,Kurnool,1298.218
Kota,Latur,978.993
Kota,Lucknow,634.400
Kota,Ludhiana,752.147
Kota,Madurai,2029.422
Kota,Mangaluru,1623.523
Kota,Mathura,387.925
Kota,Meerut,522.650
Kota,Moradabad,629.427
Kota,Mumbai,900.158
Kota,Muzaffarnagar,579.428
Kota,Muzaffarpur,1153.687
Kota,Mysuru,1657.583
Kota,Nagercoil,2245.292
Kota,Nagpur,691.360
Kota,Nanded,834.165
Kota,Nashik,714.833
Kota,Nellore,1600.242
Kota,Pathankot,922.163
Kota,Patiala,695.336
Kota,Patna,1097.601
Kota,Prayagraj,735.165
Kota,Puducherry,1891.473
Kota,Pune,901.183
Kota,Purnia,1392.900
Kota,Raipur,976.804
Kota,Rajamahendravaram,1442.274
Kota,Rajapalayam,2112.383
Kota,Rajkot,757.042
Kota,Ranchi,1271.800
Kota,Ratlam,249.204
Kota,Rewa,651.324
Kota,Rohtak,516.802
Kota,Rourkela,1281.735
Kota,Saharanpur,619.558
Kota,Salem,1794.289
Kota,Sambalpur,1247.772
Kota,Satna,596.309
Kota,Saugor,448.441
Kota,Shillong,2018.232
Kota,Shimla,826.935
Kota,Shivamogga,1471.753
Kota,Sholapur,1014.443
Kota,Silchar,2112.104
Kota,Siliguri,1510.237
Kota,Sitapur,728.547
Kota,Sonipat,502.812
Kota,Srinagar,1229.579
Kota,Surat,640.364
Kota,Thanjavur,1975.610
Kota,Thiruvananthapuram,2201.262
Kota,Thrissur,1920.185
Kota,Tiruchirappalli,1928.598
Kota,Tirunelveli,2163.929
Kota,Tirupati,1635.629
Kota,Tiruppur,1890.087
Kota,Tumkur,1531.768
Kota,Udaipur,273.327
Kota,Udupi,1570.592
Kota,Ujjain,244.421
Kota,Vadodara,504.442
Kota,Varanasi,862.113
Kota,Vellore,1748.777
Kota,Vijayawada,1380.890
Kota,Visakhapatnam,1512.233
Kota,Warangal,1134.072
Kozhikode,Kurnool,745.038
Kozhikode,Latur,1005.293
Kozhikode,Lucknow,2244.782
Kozhikode,Ludhiana,2586.430
Kozhikode,Madurai,350.531
Kozhikode,Mangaluru,234.795
Kozhikode,Mathura,2222.208
Kozhikode,Meerut,2356.933
Kozhikode,Moradabad,2463.710
Kozhikode,Mumbai,1249.267
Kozhikode,Muzaffarnagar,2413.711
Kozhikode,Muzaffarpur,2474.459
Kozhikode,Mysuru,211.876
Kozhikode,Nagercoil,452.909
Kozhikode,Nagpur,1440.978
Kozhikode,Nanded,1127.216
Kozhikode,Nashik,1235.232
Kozhikode,Nellore,741.147
Kozhikode,Pathankot,2756.447
Kozhikode,Patiala,2529.619
Kozhikode,Patna,2403.742
Kozhikode,Prayagraj,2080.490
Kozhikode,Puducherry,555.405
Kozhikode,Pune,1102.558
Kozhikode,Purnia,2540.207
Kozhikode,Raipur,1674.342
Kozhikode,Rajamahendravaram,1123.487
Kozhikode,Rajapalayam,407.949
Kozhikode,Rajkot,1863.077
Kozhikode,Ranchi,2216.248
Kozhikode,Ratlam,1643.473
Kozhikode,Rewa,1945.278
Kozhikode,Rohtak,2351.086
Kozhikode,Rourkela,2013.216
Kozhikode,Saharanpur,2453.842
Kozhikode,Salem,339.357
Kozhikode,Sambalpur,1804.293
Kozhikode,Satna,1916.513
Kozhikode,Saugor,1865.884
Kozhikode,Shillong,2832.807
Kozhikode,Shimla,2661.218
Kozhikode,Shivamogga,422.946
Kozhikode,Sholapur,882.240
Kozhikode,Silchar,2810.785
Kozhikode,Siliguri,2671.686
Kozhikode,Sitapur,2338.930
Kozhikode,Sonipat,2337.095
Kozhikode,Srinagar,3063.862
Kozhikode,Surat,1464.809
Kozhikode,Thanjavur,457.774
Kozhikode,Thiruvananthapuram,378.421
Kozhikode,Thrissur,123.760
Kozhikode,Tiruchirappalli,405.234
Kozhikode,Tirunelveli,431.834
Kozhikode,Tirupati,608.679
Kozhikode,Tiruppur,231.032
Kozhikode,Tumkur,364.175
Kozhikode,Udaipur,1885.597
Kozhikode,Udupi,284.728
Kozhikode,Ujjain,1622.569
Kozhikode,Vadodara,1588.290
Kozhikode,Varanasi,2179.791
Kozhikode,Vellore,545.038
Kozhikode,Vijayawada,966.764
Kozhikode,Visakhapatnam,1307.480
Kozhikode,Warangal,1083.640
Kurnool,Latur,424.757
Kurnool,Lucknow,1530.602
Kurnool,Ludhiana,2010.996
Kurnool,Madurai,774.821
Kurnool,Mangaluru,611.063
Kurnool,Mathura,1616.034
Kurnool,Meerut,1781.498
Kurnool,Moradabad,1812.283
Kurnool,Mumbai,798.039
Kurnool,Muzaffarnagar,1838.276
Kurnool,Muzaffarpur,1760.280
Kurnool,Mysuru,537.691
Kurnool,Nagercoil,990.691
Kurnool,Nagpur,726.799
Kurnool,Nanded,462.013
Kurnool,Nashik,784.880
Kurnool,Nellore,321.119
Kurnool,Pathankot,2181.012
Kurnool,Patiala,1954.185
Kurnool,Patna,1689.563
Kurnool,Prayagraj,1366.310
Kurnool,Puducherry,550.586
Kurnool,Pune,651.330
Kurnool,Purnia,1911.647
Kurnool,Raipur,960.162
Kurnool,Rajamahendravaram,494.927
Kurnool,Rajapalayam,857.781
Kurnool,Rajkot,1412.726
Kurnool,Ranchi,1502.069
Kurnool,Ratlam,1134.206
Kurnool,Rewa,1231.099
Kurnool,Rohtak,1775.651
Kurnool,Rourkela,1384.655
Kurnool,Saharanpur,1878.407
Kurnool,Salem,539.688
Kurnool,Sambalpur,1175.732
Kurnool,Satna,1202.334
Kurnool,Saugor,1115.788
Kurnool,Shillong,2204.247
Kurnool,Shimla,2085.784
Kurnool,Shivamogga,414.888
Kurnool,Sholapur,398.346
Kurnool,Silchar,2182.224
Kurnool,Siliguri,2043.125
Kurnool,Sitapur,1624.750
Kurnool,Sonipat,1761.661
Kurnool,Srinagar,2488.427
Kurnool,Surat,1014.457
Kurnool,Thanjavur,668.329
Kurnool,Thiruvananthapuram,1059.421
Kurnool,Thrissur,800.292
Kurnool,Tiruchirappalli,662.956
Kurnool,Tirunelveli,909.328
Kurnool,Tirupati,339.026
Kurnool,Tiruppur,635.486
Kurnool,Tumkur,332.243
Kurnool,Udaipur,1435.246
Kurnool,Udupi,560.512
Kurnool,Ujjain,1047.134
Kurnool,Vadodara,1137.939
Kurnool,Varanasi,1465.611
Kurnool,Vellore,397.521
Kurnool,Vijayawada,338.204
Kurnool,Visakhapatnam,678.920
Kurnool,Warangal,369.461
Latur,Lucknow,1315.389
Latur,Ludhiana,1700.478
Latur,Madurai,1165.972
Latur,Mangaluru,772.019
Latur,Mathura,1336.256
Latur,Meerut,1470.981
Latur,Moradabad,1577.758
Latur,Mumbai,470.468
Latur,Muzaffarnagar,1527.759
Latur,Muzaffarpur,1535.887
Latur,Mysuru,794.134
Latur,Nagercoil,1381.842
Latur,Nagpur,512.672
Latur,Nanded,131.016
Latur,Nashik,399.647
Latur,Nellore,756.733
Latur,Pathankot,1870.495
Latur,Patiala,1643.667
Latur,Patna,1475.618
Latur,Prayagraj,1151.097
Latur,Puducherry,973.616
Latur,Pune,323.759
Latur,Purnia,1770.917
Latur,Raipur,794.089
Latur,Rajamahendravaram,684.275
Latur,Rajapalayam,1248.932
Latur,Rajkot,1027.493
Latur,Ranchi,1335.996
Latur,Ratlam,757.521
Latur,Rewa,1015.885
Latur,Rohtak,1465.134
Latur,Rourkela,1229.602
Latur,Saharanpur,1567.890
Latur,Salem,930.839
Latur,Sambalpur,1065.057
Latur,Satna,987.120
Latur,Saugor,892.021
Latur,Shillong,2280.041
Latur,Shimla,1775.267
Latur,Shivamogga,608.303
Latur,Sholapur,119.754
Latur,Silchar,2258.019
Latur,Siliguri,1895.268
Latur,Sitapur,1409.537
Latur,Sonipat,1451.144
Latur,Srinagar,2177.910
Latur,Surat,629.224
Latur,Thanjavur,1091.360
Latur,Thiruvananthapuram,1337.813
Latur,Thrissur,1056.735
Latur,Tiruchirappalli,1065.148
Latur,Tirunelveli,1300.479
Latur,Tirupati,762.057
Latur,Tiruppur,1026.637
Latur,Tumkur,668.318
Latur,Udaipur,1004.366
Latur,Udupi,719.088
Latur,Ujjain,736.617
Latur,Vadodara,752.706
Latur,Varanasi,1250.398
Latur,Vellore,820.551
Latur,Vijayawada,582.513
Latur,Visakhapatnam,868.268
Latur,Warangal,384.562
Lucknow,Ludhiana,745.729
Lucknow,Madurai,2302.364
Lucknow,Mangaluru,2105.789
Lucknow,Mathura,372.341
Lucknow,Meerut,445.768
Lucknow,Moradabad,345.321
Lucknow,Mumbai,1438.077
Lucknow,Muzaffarnagar,502.511
Lucknow,Muzaffarpur,516.977
Lucknow,Mysuru,2036.589
Lucknow,Nagercoil,2518.234
Lucknow,Nagpur,799.572
Lucknow,Nanded,1214.746
Lucknow,Nashik,1271.250
Lucknow,Nellore,1711.546
Lucknow,Pathankot,916.529
Lucknow,Patiala,689.351
Lucknow,Patna,504.188
Lucknow,Prayagraj,207.507
Lucknow,Puducherry,2053.923
Lucknow,Pune,1437.618
Lucknow,Purnia,763.312
Lucknow,Raipur,796.479
Lucknow,Rajamahendravaram,1420.345
Lucknow,Rajapalayam,2385.325
Lucknow,Rajkot,1352.671
Lucknow,Ranchi,707.589
Lucknow,Ratlam,844.833
Lucknow,Rewa,337.345
Lucknow,Rohtak,557.822
Lucknow,Rourkela,876.150
Lucknow,Saharanpur,576.301
Lucknow,Salem,2067.232
Lucknow,Sambalpur,981.242
Lucknow,Satna,305.666
Lucknow,Saugor,441.960
Lucknow,Shillong,1381.522
Lucknow,Shimla,804.554
Lucknow,Shivamogga,1942.074
Lucknow,Sholapur,1453.525
Lucknow,Silchar,1547.892
Lucknow,Siliguri,873.527
Lucknow,Sitapur,90.573
Lucknow,Sonipat,516.576
Lucknow,Srinagar,1223.944
Lucknow,Surat,1235.993
Lucknow,Thanjavur,2197.424
Lucknow,Thiruvananthapuram,2586.965
Lucknow,Thrissur,2299.191
Lucknow,Tiruchirappalli,2192.051
Lucknow,Tirunelveli,2436.872
Lucknow,Tirupati,1849.138
Lucknow,Tiruppur,2163.030
Lucknow,Tumkur,1859.786
Lucknow,Udaipur,908.310
Lucknow,Udupi,2052.859
Lucknow,Ujjain,808.819
Lucknow,Vadodara,1100.071
Lucknow,Varanasi,294.339
Lucknow,Vellore,1926.615
Lucknow,Vijayawada,1492.195
Lucknow,Visakhapatnam,1375.746
Lucknow,Warangal,1245.376
Ludhiana,Madurai,2746.628
Ludhiana,Mangaluru,2340.729
Ludhiana,Mathura,455.547
Ludhiana,Meerut,300.349
Ludhiana,Moradabad,417.249
Ludhiana,Mumbai,1617.364
Ludhiana,Muzaffarnagar,271.640
Ludhiana,Muzaffarpur,1260.662
Ludhiana,Mysuru,2374.789
Ludhiana,Nagercoil,2962.497
Ludhiana,Nagpur,1411.156
Ludhiana,Nanded,1551.371
Ludhiana,Nashik,1432.039
Ludhiana,Nellore,2320.037
Ludhiana,Pathankot,171.311
Ludhiana,Patiala,112.564
Ludhiana,Patna,1252.930
Ludhiana,Prayagraj,930.009
Ludhiana,Puducherry,2608.679
Ludhiana,Pune,1618.389
Ludhiana,Purnia,1506.997
Ludhiana,Raipur,1446.325
Ludhiana,Rajamahendravaram,2070.191
Ludhiana,Rajapalayam,2829.588
Ludhiana,Rajkot,1204.980
Ludhiana,Ranchi,1455.235
Ludhiana,Ratlam,966.410
Ludhiana,Rewa,1059.847
Ludhiana,Rohtak,254.069
Ludhiana,Rourkela,1623.796
Ludhiana,Saharanpur,205.736
Ludhiana,Salem,2511.495
Ludhiana,Sambalpur,1593.515
Ludhiana,Satna,1044.583
Ludhiana,Saugor,947.284
Ludhiana,Shillong,2125.206
Ludhiana,Shimla,210.708
Ludhiana,Shivamogga,2188.959
Ludhiana,Sholapur,1731.649
Ludhiana,Silchar,2295.539
Ludhiana,Siliguri,1617.212
Ludhiana,Sitapur,678.354
Ludhiana,Sonipat,262.436
Ludhiana,Srinagar,478.726
Ludhiana,Surat,1357.570
Ludhiana,Thanjavur,2692.816
Ludhiana,Thiruvananthapuram,2918.468
Ludhiana,Thrissur,2637.391
Ludhiana,Tiruchirappalli,2645.803
Ludhiana,Tirunelveli,2881.135
Ludhiana,Tirupati,2352.835
Ludhiana,Tiruppur,2607.293
Ludhiana,Tumkur,2248.974
Ludhiana,Udaipur,917.379
Ludhiana,Udupi,2287.798
Ludhiana,Ujjain,961.627
Ludhiana,Vadodara,1221.648
Ludhiana,Varanasi,1045.548
Ludhiana,Vellore,2465.983
Ludhiana,Vijayawada,2100.686
Ludhiana,Visakhapatnam,2025.592
Ludhiana,Warangal,1853.868
Madurai,Mangaluru,617.027
Madurai,Mathura,2385.774
Madurai,Meerut,2520.499
Madurai,Moradabad,2627.276
Madurai,Mumbai,1412.833
Madurai,Muzaffarnagar,2577.277
Madurai,Muzaffarpur,2418.781
Madurai,Mysuru,363.570
Madurai,Nagercoil,236.289
Madurai,Nagpur,1498.965
Madurai,Nanded,1234.179
Madurai,Nashik,1398.798
Madurai,Nellore,634.324
Madurai,Pathankot,2920.013
Madurai,Patiala,2693.185
Madurai,Patna,2348.070
Madurai,Prayagraj,2138.477
Madurai,Puducherry,328.182
Madurai,Pune,1266.124
Madurai,Purnia,2485.260
Madurai,Raipur,1636.676
Madurai,Rajamahendravaram,1068.540
Madurai,Rajapalayam,103.379
Madurai,Rajkot,2026.643
Madurai,Ranchi,2078.837
Madurai,Ratlam,1807.039
Madurai,Rewa,2003.265
Madurai,Rohtak,2514.652
Madurai,Rourkela,1958.268
Madurai,Saharanpur,2617.408
Madurai,Salem,235.749
Madurai,Sambalpur,1749.345
Madurai,Satna,1974.500
Madurai,Saugor,1887.955
Madurai,Shillong,2777.860
Madurai,Shimla,2824.785
Madurai,Shivamogga,733.922
Madurai,Sholapur,1045.806
Madurai,Silchar,2755.838
Madurai,Siliguri,2616.738
Madurai,Sitapur,2396.916
Madurai,Sonipat,2500.662
Madurai,Srinagar,3227.428
Madurai,Surat,1628.375
Madurai,Thanjavur,170.473
Madurai,Thiruvananthapuram,305.019
Madurai,Thrissur,275.375
Madurai,Tiruchirappalli,127.867
Madurai,Tirunelveli,154.926
Madurai,Tirupati,501.856
Madurai,Tiruppur,177.234
Madurai,Tumkur,498.892
Madurai,Udaipur,2049.164
Madurai,Udupi,666.960
Madurai,Ujjain,1786.135
Madurai,Vadodara,1751.857
Madurai,Varanasi,2237.778
Madurai,Vellore,393.281
Madurai,Vijayawada,911.817
Madurai,Visakhapatnam,1252.533
Madurai,Warangal,1085.165
Mangaluru,Mathura,1981.581
Mangaluru,Meerut,2116.306
Mangaluru,Moradabad,2223.084
Mangaluru,Mumbai,898.698
Mangaluru,Muzaffarnagar,2173.084
Mangaluru,Muzaffarpur,2339.584
Mangaluru,Mysuru,254.621
Mangaluru,Nagercoil,699.192
Mangaluru,Nagpur,1318.899
Mangaluru,Nanded,922.093
Mangaluru,Nashik,994.605
Mangaluru,Nellore,757.374
Mangaluru,Pathankot,2515.820
Mangaluru,Patiala,2288.992
Mangaluru,Patna,2268.867
Mangaluru,Prayagraj,1957.323
Mangaluru,Puducherry,703.023
Mangaluru,Pune,799.648
Mangaluru,Purnia,2552.089
Mangaluru,Raipur,1539.466
Mangaluru,Rajamahendravaram,1095.439
Mangaluru,Rajapalayam,673.731
Mangaluru,Rajkot,1558.049
Mangaluru,Ranchi,2081.373
Mangaluru,Ratlam,1402.847
Mangaluru,Rewa,1822.111
Mangaluru,Rohtak,2110.459
Mangaluru,Rourkela,1985.167
Mangaluru,Saharanpur,2213.215
Mangaluru,Salem,485.192
Mangaluru,Sambalpur,1776.244
Mangaluru,Satna,1793.347
Mangaluru,Saugor,1652.843
Mangaluru,Shillong,2804.758
Mangaluru,Shimla,2420.592
Mangaluru,Shivamogga,192.522
Mangaluru,Sholapur,669.199
Mangaluru,Silchar,2782.737
Mangaluru,Siliguri,2643.637
Mangaluru,Sitapur,2190.162
Mangaluru,Sonipat,2096.469
Mangaluru,Srinagar,2823.235
Mangaluru,Surat,1159.780
Mangaluru,Thanjavur,666.512
Mangaluru,Thiruvananthapuram,624.704
Mangaluru,Thrissur,353.030
Mangaluru,Tiruchirappalli,619.500
Mangaluru,Tirunelveli,750.820
Mangaluru,Tirupati,585.289
Mangaluru,Tiruppur,441.562
Mangaluru,Tumkur,294.022
Mangaluru,Udaipur,1580.569
Mangaluru,Udupi,54.292
Mangaluru,Ujjain,1381.942
Mangaluru,Vadodara,1283.262
Mangaluru,Varanasi,2056.624
Mangaluru,Vellore,561.011
Mangaluru,Vijayawada,938.716
Mangaluru,Visakhapatnam,1279.432
Mangaluru,Warangal,948.764
Mathura,Meerut,208.213
Mathura,Moradabad,234.771
Mathura,Mumbai,1251.071
Mathura,Muzaffarnagar,264.992
Mathura,Muzaffarpur,884.771
Mathura,Mysuru,2008.496
Mathura,Nagercoil,2596.204
Mathura,Nagpur,879.128
Mathura,Nanded,1185.078
Mathura,Nashik,1065.746
Mathura,Nellore,1788.009
Mathura,Pathankot,626.035
Mathura,Patiala,399.208
Mathura,Patna,877.039
Mathura,Prayagraj,535.192
Mathura,Puducherry,2130.386
Mathura,Pune,1252.095
Mathura,Purnia,1131.105
Mathura,Raipur,991.912
Mathura,Rajamahendravaram,1615.777
Mathura,Rajapalayam,2463.295
Mathura,Rajkot,1107.955
Mathura,Ranchi,1084.370
Mathura,Ratlam,600.117
Mathura,Rewa,642.250
Mathura,Rohtak,220.674
Mathura,Rourkela,1252.930
Mathura,Saharanpur,307.991
Mathura,Salem,2145.202
Mathura,Sambalpur,1203.748
Mathura,Satna,590.169
Mathura,Saugor,492.870
Mathura,Shillong,1749.315
Mathura,Shimla,513.653
Mathura,Shivamogga,1822.666
Mathura,Sholapur,1365.355
Mathura,Silchar,1924.673
Mathura,Siliguri,1241.321
Mathura,Sitapur,364.301
Mathura,Sonipat,205.370
Mathura,Srinagar,933.451
Mathura,Surat,991.277
Mathura,Thanjavur,2326.523
Mathura,Thiruvananthapuram,2552.175
Mathura,Thrissur,2271.098
Mathura,Tiruchirappalli,2279.510
Mathura,Tirunelveli,2514.841
Mathura,Tirupati,1925.601
Mathura,Tiruppur,2241.000
Mathura,Tumkur,1882.681
Mathura,Udaipur,599.175
Mathura,Udupi,1921.505
Mathura,Ujjain,595.334
Mathura,Vadodara,855.355
Mathura,Varanasi,674.682
Mathura,Vellore,2003.078
Mathura,Vijayawada,1568.658
Mathura,Visakhapatnam,1571.178
Mathura,Warangal,1321.839
Meerut,Moradabad,117.140
Meerut,Mumbai,1394.639
Meerut,Muzaffarnagar,57.042
Meerut,Muzaffarpur,960.629
Meerut,Mysuru,2152.064
Meerut,Nagercoil,2739.772
Meerut,Nagpur,1047.566
Meerut,Nanded,1328.646
Meerut,Nashik,1209.313
Meerut,Nellore,1956.447
Meerut,Pathankot,471.059
Meerut,Patiala,243.882
Meerut,Patna,952.897
Meerut,Prayagraj,629.975
Meerut,Puducherry,2385.954
Meerut,Pune,1395.663
Meerut,Purnia,1206.964
Meerut,Raipur,1254.975
Meerut,Rajamahendravaram,1878.840
Meerut,Rajapalayam,2606.863
Meerut,Rajkot,1251.523
Meerut,Ranchi,1155.202
Meerut,Ratlam,743.685
Meerut,Rewa,759.814
Meerut,Rohtak,120.673
Meerut,Rourkela,1323.763
Meerut,Saharanpur,130.832
Meerut,Salem,2288.770
Meerut,Sambalpur,1293.482
Meerut,Satna,721.317
Meerut,Saugor,661.308
Meerut,Shillong,1825.173
Meerut,Shimla,359.085
Meerut,Shivamogga,1966.234
Meerut,Sholapur,1508.923
Meerut,Silchar,1995.505
Meerut,Siliguri,1317.179
Meerut,Sitapur,378.320
Meerut,Sonipat,75.406
Meerut,Srinagar,778.474
Meerut,Surat,1134.844
Meerut,Thanjavur,2470.090
Meerut,Thiruvananthapuram,2695.743
Meerut,Thrissur,2414.666
Meerut,Tiruchirappalli,2423.078
Meerut,Tirunelveli,2658.409
Meerut,Tirupati,2130.110
Meerut,Tiruppur,2384.568
Meerut,Tumkur,2026.248
Meerut,Udaipur,742.743
Meerut,Udupi,2065.073
Meerut,Ujjain,738.902
Meerut,Vadodara,998.923
Meerut,Varanasi,745.515
Meerut,Vellore,2243.257
Meerut,Vijayawada,1737.095
Meerut,Visakhapatnam,1834.242
Meerut,Warangal,1490.277
Moradabad,Mumbai,1483.825
Moradabad,Muzaffarnagar,145.395
Moradabad,Muzaffarpur,860.464
Moradabad,Mysuru,2241.250
Moradabad,Nagercoil,2828.958
Moradabad,Nagpur,1068.644
Moradabad,Nanded,1483.819
Moradabad,Nashik,1298.499
Moradabad,Nellore,1980.619
Moradabad,Pathankot,588.151
Moradabad,Patiala,360.974
Moradabad,Patna,849.237
Moradabad,Prayagraj,538.101
Moradabad,Puducherry,2322.995
Moradabad,Pune,1484.849
Moradabad,Purnia,1106.798
Moradabad,Raipur,1163.100
Moradabad,Rajamahendravaram,1786.966
Moradabad,Rajapalayam,2696.049
Moradabad,Rajkot,1340.709
Moradabad,Ranchi,1063.328
Moradabad,Ratlam,832.871
Moradabad,Rewa,667.940
Moradabad,Rohtak,239.167
Moradabad,Rourkela,1231.888
Moradabad,Saharanpur,247.923
Moradabad,Salem,2377.956
Moradabad,Sambalpur,1201.607
Moradabad,Satna,629.443
Moradabad,Saugor,711.033
Moradabad,Shillong,1725.008
Moradabad,Shimla,476.176
Moradabad,Shivamogga,2055.420
Moradabad,Sholapur,1598.109
Moradabad,Silchar,1903.631
Moradabad,Siliguri,1217.013
Moradabad,Sitapur,268.611
Moradabad,Sonipat,197.921
Moradabad,Srinagar,895.566
Moradabad,Surat,1224.031
